PlayerName,Oponent,Tournament,GroundNumerico,Prize,TournamentYear,NumeroSets,DiffIMC,DiffAge,DiffRank,QTDBelgas,Finals,SumMainHand,SumTrainer,TipoTorneio
Maxime Authom,Yannick Vandenbulcke,Belgium F4,1,10000,2016,3,0.21934781517586188,3,-145.0,2,1,2,1,Melhor_de_3
Thomas Brechemier,Yannick Vandenbulcke,Belgium F10,1,10000,2016,3,-0.09500106336456327,-6,22.0,1,1,2,2,Melhor_de_3
Sander Gille,Yannick Vandenbulcke,Belgium F8,1,10000,2013,2,-0.905598850183619,-1,-335.0,2,0,2,2,Melhor_de_3
Sander Gille,Yannick Vandenbulcke,Belgium F6,1,10000,2016,3,-0.905598850183619,-1,-335.0,2,0,2,2,Melhor_de_3
Romain Sichez,Yannick Vandenbulcke,Belgium F3,1,10000,2010,2,-0.029046622280038292,0,36.0,1,0,2,1,Melhor_de_3
Alexis Musialek,Yannick Vandenbulcke,Belgium F3,1,10000,2014,2,30.929587658623028,2,1611.0,1,1,2,1,Melhor_de_3
Alexis Musialek,Yannick Vandenbulcke,Belgium F14,1,10000,2016,3,30.929587658623028,2,1611.0,1,1,2,1,Melhor_de_3
Ante Pavic,Yannick Vandenbulcke,Mons,2,117885,2016,2,2.17018312403032,1,-245.0,1,0,2,2,Melhor_de_3
Arthur De Greef,Yannick Vandenbulcke,Belgium F1,1,10000,2012,2,-1.0212021529568922,-2,-264.0,2,0,2,2,Melhor_de_3
Julien Cagnina,Yannick Vandenbulcke,Belgium F3,1,15000,2017,3,-1.3198076652146469,-4,-138.0,1,1,2,1,Melhor_de_3
Clement Geens,Yannick Vandenbulcke,Belgium F1,1,10000,2016,2,-0.7262344934870235,-6,-132.0,2,0,2,2,Melhor_de_3
Clement Geens,Yannick Vandenbulcke,Belgium F10,1,10000,2013,3,-0.7262344934870235,-6,-132.0,2,1,2,2,Melhor_de_3
Frederico Ferreira Silva,Yannick Vandenbulcke,Belgium F2,1,15000,2014,2,0.536232366757897,-5,-154.0,1,1,1,2,Melhor_de_3
Kimmer Coppejans,Yannick Vandenbulcke,Belgium F6,1,10000,2013,3,-1.831750226785445,-4,-199.0,2,1,2,2,Melhor_de_3
Kimmer Coppejans,Yannick Vandenbulcke,Belgium F5,2,15000,2013,2,-1.831750226785445,-4,-199.0,2,1,2,2,Melhor_de_3
Antoine Hoang,Yannick Vandenbulcke,Belgium F9,1,10000,2016,2,-0.1253856161836211,-5,-33.0,1,1,2,2,Melhor_de_3
Antoine Hoang,Yannick Vandenbulcke,Belgium F8,1,15000,2017,2,-0.1253856161836211,-5,-33.0,1,1,2,2,Melhor_de_3
Daniel Masur,Yannick Vandenbulcke,Belgium F6,1,10000,2014,3,0.47182540833188824,-4,-106.0,1,1,2,2,Melhor_de_3
Steve Darcis,Yannick Vandenbulcke,Belgium F1,1,10000,2014,2,2.649983207328944,6,-339.0,2,1,2,2,Melhor_de_3
Steve Darcis,Yannick Vandenbulcke,Mons,2,148544,2009,2,2.649983207328944,6,-339.0,2,0,2,2,Melhor_de_3
Manuel Guinard,Yannick Vandenbulcke,Belgium F4,1,15000,2017,3,-1.4741317447743434,-5,-110.0,1,0,2,2,Melhor_de_3
Mats Moraing,Yannick Vandenbulcke,Belgium F6,1,15000,2017,3,-1.3930194850243964,-2,96.0,1,1,1,2,Melhor_de_3
Yannick Maden,Yannick Vandenbulcke,Belgium F13,1,25000,2016,3,-2.3665192300229165,1,-281.0,1,0,2,2,Melhor_de_3
Rio Noguchi,Yannick Vandenbulcke,Belgium F11,1,15000,2017,2,-0.4979759763445202,-8,-174.0,1,0,2,2,Melhor_de_3
Maxime Chazal,Yannick Vandenbulcke,Belgium F7,1,10000,2016,2,0.6907995338595576,-3,107.0,1,0,2,2,Melhor_de_3
Jeroen Vanneste,Yannick Vandenbulcke,M25 Arlon,1,25000,2019,2,-1.0212021529568922,-4,1345.0,1,1,2,1,Melhor_de_3
Christopher Heyman,Yannick Vandenbulcke,Belgium F2,1,25000,2017,2,2.644606316871542,-3,415.0,2,1,1,1,Melhor_de_3
Tak Khunn Wang,Yannick Vandenbulcke,Belgium F2,1,10000,2010,3,-0.6153229151200357,-1,-112.0,1,1,2,1,Melhor_de_3
Juan Carlos Saez,Yannick Vandenbulcke,Belgium F2,1,10000,2012,3,-0.029046622280038292,-1,-92.0,1,0,2,1,Melhor_de_3
Yannik Reuter,Yannick Vandenbulcke,Belgium F2,1,10000,2011,3,-0.029046622280038292,-1,80.0,2,1,2,1,Melhor_de_3
Yannik Reuter,Yannick Vandenbulcke,Belgium F1,1,10000,2010,3,-0.029046622280038292,-1,80.0,2,0,2,1,Melhor_de_3
Pascal Meis,Yannick Vandenbulcke,Belgium F2,1,25000,2018,2,1.254669526300976,-3,66.0,1,0,1,2,Melhor_de_3
Richard Waite,Arnaud Neveux,Belgium F1,1,10000,2015,2,0.0,4,248.0053490238032,1,0,2,0,Melhor_de_3
Julien Dubail,Arnaud Neveux,Belgium F11,1,10000,2015,2,-1.8501984581248045,6,-179.9946509761968,2,0,2,0,Melhor_de_3
Caio Silva,Arnaud Neveux,Belgium F7,1,10000,2015,2,2.2096420745069416,3,59.005349023803205,1,0,2,1,Melhor_de_3
Jonas Merckx,Arnaud Neveux,Belgium F8,2,15000,2015,2,3.271321382201819,1,-107.9946509761968,2,0,2,1,Melhor_de_3
Jolan Cailleau,Arnaud Neveux,Belgium F10,1,10000,2016,2,0.0,-1,330.0053490238032,2,0,2,0,Melhor_de_3
Robert Willekes Macdonald,Arnaud Neveux,Belgium F6,1,10000,2016,3,4.967129291453617,0,598.0053490238032,1,0,2,1,Melhor_de_3
Florian Lakat,Arnaud Neveux,Belgium F2,1,15000,2014,2,1.157996926651883,-1,129.0053490238032,1,0,2,0,Melhor_de_3
Clement Geens,Arnaud Neveux,Belgium F3,1,10000,2015,2,-0.6971878712069852,-2,-305.9946509761968,2,0,2,1,Melhor_de_3
Mats Moraing,Arnaud Neveux,Belgium F8,1,10000,2016,2,-1.3639728627443581,2,-77.9946509761968,1,0,1,1,Melhor_de_3
Jeroen Vanneste,Arnaud Neveux,Belgium F12,1,10000,2016,2,-0.9921555306768539,0,1171.0053490238033,1,1,2,0,Melhor_de_3
Yannick Vandenbulcke,Arnaud Neveux,Belgium F10,1,10000,2013,2,0.029046622280038292,4,-173.9946509761968,2,0,2,1,Melhor_de_3
Sebastian Lavie,Armel Rancezot,Belgium F1,1,10000,2012,2,0.0,2,-896.0,0,0,2,0,Melhor_de_3
Gaetan De Lovinfosse,Armel Rancezot,Belgium F7,1,10000,2011,2,0.0,3,-748.0,1,0,2,0,Melhor_de_3
Jannis Liniger,Alexandre Folie,Belgium F3,1,10000,2010,2,-1.6446917573531437,0,911.0,1,0,2,0,Melhor_de_3
Ivo Mijic,Alexandre Folie,Belgium F8,1,10000,2013,3,0.31290390833343906,0,641.0,1,0,2,0,Melhor_de_3
Jamie Baker,Alexandre Folie,Mons,2,136830,2012,2,1.7095924757186367,4,-148.0,1,0,2,1,Melhor_de_3
Dimitar Grabul,Alexandre Folie,Belgium F6,1,10000,2014,2,0.31290390833343906,9,559.0,1,0,2,0,Melhor_de_3
Martin Pedersen,Alexandre Folie,Belgium F3,1,10000,2008,2,0.31290390833343906,3,-67.0,1,1,2,0,Melhor_de_3
Michal Pazicky,Alexandre Folie,Belgium F2,1,10000,2012,2,0.31290390833343906,3,111.0,1,0,2,0,Melhor_de_3
Mattia Livraghi,Alexandre Folie,Belgium F2,1,10000,2008,3,0.31290390833343906,9,80.0,1,0,2,0,Melhor_de_3
Jakub Praibis,Alexandre Folie,Belgium F1,1,10000,2008,2,0.31290390833343906,8,88.656512605042,1,0,2,0,Melhor_de_3
Baptiste Dupuy,Alexandre Folie,Belgium F9,1,10000,2011,3,0.31290390833343906,9,239.0,1,1,1,0,Melhor_de_3
Julien Dubail,Alexandre Folie,Belgium F13,1,10000,2014,3,-1.5372945497913655,2,37.0,2,1,2,0,Melhor_de_3
Alexandre Sidorenko,Alexandre Folie,Belgium F6,1,10000,2011,3,0.8972720602691595,2,-189.0,1,1,2,1,Melhor_de_3
Alexandre Sidorenko,Alexandre Folie,Belgium F9,1,10000,2014,2,0.8972720602691595,2,-189.0,1,1,2,1,Melhor_de_3
Joran Vliegen,Alexandre Folie,Belgium F8,2,15000,2015,3,-1.0964611715687624,-3,-291.0,2,0,1,1,Melhor_de_3
Jonathan Kanar,Alexandre Folie,Belgium F6,1,10000,2015,2,-0.2552317949373979,-4,157.0,1,0,1,0,Melhor_de_3
Julien Obry,Alexandre Folie,Belgium F3,1,10000,2011,3,1.91360482209328,-1,-84.0,1,1,2,1,Melhor_de_3
Philipp Davydenko,Alexandre Folie,Belgium F2,1,15000,2014,2,1.7095924757186367,-2,88.656512605042,1,1,2,1,Melhor_de_3
Romain Arneodo,Alexandre Folie,Belgium F3,1,10000,2016,3,1.3592806767179333,-2,-279.0,1,0,2,1,Melhor_de_3
Louis Chaix,Alexandre Folie,Belgium F13,1,25000,2016,2,0.31290390833343906,-5,925.0,1,0,2,0,Melhor_de_3
Sander Gille,Alexandre Folie,Belgium F5,2,15000,2013,3,-0.5636483195701416,-1,-292.0,2,0,2,1,Melhor_de_3
Simon Navarro,Alexandre Folie,Belgium F9,1,10000,2016,2,0.5482305857843812,-2,847.0,1,0,2,1,Melhor_de_3
Arthur De Greef,Alexandre Folie,Bercuit,1,54604,2012,2,-0.6792516223434149,-2,-221.0,2,0,2,1,Melhor_de_3
Arthur De Greef,Alexandre Folie,Belgium F3,1,10000,2009,2,-0.6792516223434149,-2,-221.0,2,0,2,1,Melhor_de_3
Arthur De Greef,Alexandre Folie,Mons,2,156635,2008,3,-0.6792516223434149,-2,-221.0,2,0,2,1,Melhor_de_3
Jakob Johansson-Holm,Alexandre Folie,Belgium F4,1,10000,2016,2,0.31290390833343906,-5,842.0,1,0,2,0,Melhor_de_3
Jonathan Eysseric,Alexandre Folie,Belgium F7,1,10000,2012,2,2.213904007531738,0,571.0,1,1,1,1,Melhor_de_3
Jules Marie,Alexandre Folie,Belgium F7,1,10000,2014,2,-0.2714642436022814,-1,56.0,1,1,2,0,Melhor_de_3
Benjamin Dhoe,Alexandre Folie,Belgium F1,1,10000,2016,2,2.7718831877387515,-6,339.0,1,0,2,1,Melhor_de_3
Billy Harris,Alexandre Folie,Belgium F12,1,10000,2015,2,0.6104141135284529,-5,-23.0,1,0,2,1,Melhor_de_3
Clement Geens,Alexandre Folie,Belgium F13,1,15000,2015,2,-0.38428396287354616,-6,-89.0,2,0,2,1,Melhor_de_3
Clement Geens,Alexandre Folie,Belgium F8,1,10000,2014,2,-0.38428396287354616,-6,-89.0,2,0,2,1,Melhor_de_3
Kimmer Coppejans,Alexandre Folie,Belgium F2,1,10000,2013,3,-1.4897996961719677,-4,-156.0,2,1,2,1,Melhor_de_3
Yanais Laurent,Alexandre Folie,Belgium F5,1,10000,2015,2,0.21656491442985626,-2,4696.0,1,0,2,0,Melhor_de_3
Maverick Banes,Alexandre Folie,Belgium F3,1,10000,2013,2,0.31290390833343906,-2,-118.0,1,1,2,0,Melhor_de_3
Scott Griekspoor,Alexandre Folie,Belgium F14,1,10000,2014,2,0.15722230696894712,-1,-129.0,1,1,2,1,Melhor_de_3
Michael Geerts,Alexandre Folie,Mons,2,141485,2014,3,0.2469494672489141,-5,-118.0,2,0,2,1,Melhor_de_3
Christopher Heyman,Alexandre Folie,Belgium F11,1,10000,2014,2,2.9865568474850193,-3,458.0,2,0,1,0,Melhor_de_3
Christopher Heyman,Alexandre Folie,Belgium F1,1,10000,2014,3,2.9865568474850193,-3,458.0,2,0,1,0,Melhor_de_3
Joris De Loore,Alexandre Folie,Belgium F4,1,10000,2013,2,1.0964611715687589,-3,-136.0,2,1,2,1,Melhor_de_3
Joris De Loore,Alexandre Folie,Belgium F15,1,15000,2014,3,1.0964611715687589,-3,-136.0,2,0,2,1,Melhor_de_3
Yannick Mertens,Alexandre Folie,Belgium F5,2,10000,2016,2,-1.732384623441579,3,737.0,2,1,2,1,Melhor_de_3
Evan Furness,Alexandre Folie,Belgium F14,1,10000,2016,2,0.35991622505491705,-8,-121.0,1,0,2,1,Melhor_de_3
Rafael Matos,Alexandre Folie,Belgium F3,1,10000,2014,2,0.9793361062971684,-6,3236.0,1,0,1,1,Melhor_de_3
Yannik Reuter,Alexandre Folie,Belgium F7,1,10000,2011,3,0.31290390833343906,-1,123.0,2,1,2,0,Melhor_de_3
Yannick Vandenbulcke,Alexandre Folie,Belgium F1,1,10000,2009,3,0.34195053061347735,0,43.0,2,0,2,1,Melhor_de_3
Oscar Otte,Alexandre Folie,Belgium F1,1,10000,2015,2,-1.26883096687639,-3,-236.0,1,1,2,1,Melhor_de_3
Sebastien Boltz,Alexandre Folie,Belgium F4,2,10000,2011,3,0.8781828973713743,-3,-58.0,1,1,2,1,Melhor_de_3
Joachim Bjerke,George Von Massow,Belgium F2,1,10000,2013,2,-0.23243765425078777,-4,344.0,0,0,2,1,Melhor_de_3
Ivo Mijic,George Von Massow,Belgium F1,1,10000,2013,2,-0.1664832131662628,0,407.0,0,0,2,1,Melhor_de_3
Joran Vliegen,George Von Massow,Belgium F14,1,10000,2015,2,-1.5758482930684643,-3,-525.0,1,0,1,2,Melhor_de_3
Manuel Sanchez,George Von Massow,Belgium F8,1,10000,2012,2,0.08191122428963737,-1,-145.343487394958,0,0,2,2,Melhor_de_3
Boris Nicola Bakalov,Antoine Tassart,Belgium F1,1,10000,2010,3,-0.394944506161341,5,-409.343487394958,0,0,1,0,Melhor_de_3
Nicolas Devilder,Antoine Tassart,Belgium F2,1,10000,2011,2,-1.072291835747329,5,-773.0,0,0,1,1,Melhor_de_3
Jakub Lustyk,Antoine Tassart,Belgium F3,1,10000,2010,2,0.0,-3,223.0,0,1,2,0,Melhor_de_3
Antal Van Der Duim,Antoine Tassart,Belgium F6,1,10000,2011,3,0.5843681519357204,-2,-618.0,0,0,2,0,Melhor_de_3
Alexandre Penaud,Antoine Tassart,Belgium F5,1,10000,2011,2,3.5062089116143156,-2,-301.0,0,0,2,0,Melhor_de_3
Tim Van Terheijden,Antoine Tassart,Belgium F2,1,10000,2010,2,0.0,-5,-531.0,0,0,1,0,Melhor_de_3
Nikita Kryvonos,Ralph Grambow,Belgium F1,1,15000,2006,2,0.0,-7,142.0,0,0,2,0,Melhor_de_3
Lennart Zynga,Nikolai Haessig,Belgium F3,1,10000,2012,2,0.0,1,-377.0,0,0,1,0,Melhor_de_3
Kim Moellers,Nikolai Haessig,Belgium F4,2,10000,2012,2,0.0,3,-69.0,0,0,1,0,Melhor_de_3
Lennart Zynga,Sander Gille,Belgium F1,1,10000,2015,2,0.8765522279035807,0,853.0,1,0,2,1,Melhor_de_3
Ugo Nastasi,Sander Gille,Belgium F2,1,10000,2015,3,1.4609203798393011,-2,614.0,1,0,2,2,Melhor_de_3
Thomas Giraudeau,Sander Gille,Belgium F10,1,10000,2012,2,0.17936435669659545,0,920.0,1,0,2,1,Melhor_de_3
Olivier Rochus,Sander Gille,Belgium F8,1,10000,2014,2,1.116239653884449,10,-18.0,2,0,2,2,Melhor_de_3
Olivier Rochus,Sander Gille,Belgium F9,1,10000,2014,3,1.116239653884449,10,-18.0,2,0,2,2,Melhor_de_3
Guillermo Hormazabal,Sander Gille,Belgium F9,1,10000,2011,3,0.8765522279035807,6,242.0,1,0,2,1,Melhor_de_3
Matthieu Vierin,Sander Gille,Belgium F9,1,10000,2012,3,0.8765522279035807,0,380.656512605042,1,0,2,1,Melhor_de_3
Jeroen Benard,Sander Gille,Belgium F8,1,10000,2012,3,0.8765522279035807,0,596.0,1,0,2,1,Melhor_de_3
Francois-Arthur Vibert,Sander Gille,Belgium F4,1,10000,2015,3,0.7208706265390887,1,549.0,1,0,1,1,Melhor_de_3
Jonas Merckx,Sander Gille,Belgium F7,1,10000,2012,2,4.1478736101054,-2,401.0,2,0,2,2,Melhor_de_3
Jonas Merckx,Sander Gille,Mons,2,141445,2013,3,4.1478736101054,-2,401.0,2,0,2,2,Melhor_de_3
Jonas Merckx,Sander Gille,Belgium F6,1,10000,2015,2,4.1478736101054,-2,401.0,2,0,2,2,Melhor_de_3
Mauricio Astorga,Sander Gille,Belgium F5,2,15000,2013,3,-0.05652781479174607,0,644.0,1,0,1,2,Melhor_de_3
Stijn Meulemans,Sander Gille,Belgium F11,1,10000,2015,2,0.48160772174223965,-1,619.0,1,0,2,2,Melhor_de_3
Julien Cagnina,Sander Gille,Belgium F11,1,10000,2014,2,-0.4142088150310279,-3,197.0,1,0,2,1,Melhor_de_3
Benjamin Dhoe,Sander Gille,Belgium F11,1,10000,2016,2,3.335531507308893,-5,631.0,1,0,2,2,Melhor_de_3
Clement Geens,Sander Gille,Belgium F4,1,10000,2013,3,0.17936435669659545,-5,203.0,2,0,2,2,Melhor_de_3
Kimmer Coppejans,Sander Gille,Belgium F11,1,15000,2013,2,-0.9261513766018261,-3,136.0,2,0,2,2,Melhor_de_3
Mats Moraing,Sander Gille,Belgium F7,1,10000,2015,2,-0.48742063484077747,-1,431.0,1,0,1,2,Melhor_de_3
Constant Lestienne,Sander Gille,Belgium F8,1,10000,2013,3,1.8516264011759525,-1,20.0,1,1,2,1,Melhor_de_3
Scott Griekspoor,Sander Gille,Belgium F6,1,10000,2014,2,0.7208706265390887,0,163.0,1,0,2,2,Melhor_de_3
Pedro Sakamoto,Sander Gille,Belgium F10,1,10000,2015,2,2.4689103517932374,-2,903.0,1,0,2,2,Melhor_de_3
Jeroen Vanneste,Sander Gille,Belgium F5,1,10000,2014,2,-0.11560330277327324,-3,1680.0,1,0,2,1,Melhor_de_3
Jeroen Vanneste,Sander Gille,Belgium F12,1,10000,2016,2,-0.11560330277327324,-3,1680.0,1,1,2,1,Melhor_de_3
Jeroen Vanneste,Sander Gille,Belgium F3,1,10000,2016,2,-0.11560330277327324,-3,1680.0,1,0,2,1,Melhor_de_3
Sandro Ehrat,Sander Gille,Belgium F3,1,10000,2015,3,2.160268376484595,0,244.0,1,0,2,1,Melhor_de_3
Joris De Loore,Sander Gille,Belgium F9,1,10000,2013,3,1.6601094911389005,-2,156.0,2,1,2,2,Melhor_de_3
Yannick Mertens,Sander Gille,Belgium F7,1,10000,2013,2,-1.1687363038714373,4,1029.0,2,0,2,2,Melhor_de_3
Juan Carlos Saez,Sander Gille,Belgium F2,1,10000,2012,2,0.8765522279035807,0,243.0,1,0,2,1,Melhor_de_3
Yannik Reuter,Sander Gille,Belgium F8,2,15000,2015,2,0.8765522279035807,0,415.0,2,0,2,1,Melhor_de_3
Yannick Vandenbulcke,Sander Gille,Belgium F3,1,10000,2012,2,0.905598850183619,1,335.0,2,0,2,2,Melhor_de_3
Daniel Altmaier,Sander Gille,Belgium F6,1,10000,2016,3,0.7208706265390887,-7,50.0,1,1,2,2,Melhor_de_3
Daniel Altmaier,Sander Gille,Belgium F2,1,10000,2016,2,0.7208706265390887,-7,50.0,1,0,2,2,Melhor_de_3
Oscar Otte,Sander Gille,Belgium F10,1,10000,2013,2,-0.7051826473062484,-2,56.0,1,0,2,2,Melhor_de_3
Lennart Zynga,Jacob Grills,Belgium F6,1,10000,2015,2,0.0,4,514.0,0,0,2,0,Melhor_de_3
Alexander Ward,Jacob Grills,Belgium F2,1,15000,2014,2,2.045288531775018,5,-139.0,0,0,2,1,Melhor_de_3
Alexander Ward,Jacob Grills,Belgium F5,1,10000,2014,3,2.045288531775018,5,-139.0,0,0,2,1,Melhor_de_3
Alexandre Folie,Jacob Grills,Belgium F4,1,10000,2013,2,-0.31290390833343906,5,-47.0,1,0,2,0,Melhor_de_3
Julien Cagnina,Jacob Grills,Belgium F7,1,10000,2015,2,-1.2907610429346086,1,-142.0,0,1,2,0,Melhor_de_3
Pascal Meis,Jacob Grills,Belgium F3,1,10000,2014,3,1.2837161485810142,2,62.0,0,0,1,1,Melhor_de_3
Lennart Zynga,Florian Lakat,Belgium F7,1,10000,2015,3,-1.157996926651883,4,215.0,0,0,2,0,Melhor_de_3
Juan Matias Gonzalez Carrasco,Florian Lakat,Belgium F7,1,10000,2014,2,-1.157996926651883,1,160.0,0,0,2,0,Melhor_de_3
Julien Dubail,Florian Lakat,Belgium F2,1,25000,2017,2,-3.0081953847766876,7,-309.0,1,0,2,0,Melhor_de_3
Maxime Tabatruong,Florian Lakat,Belgium F5,1,15000,2017,3,-1.72613262992272,6,-320.0,0,1,2,0,Melhor_de_3
Philipp Davydenko,Florian Lakat,Belgium F2,1,15000,2014,3,0.23869164073331461,3,-257.343487394958,0,0,2,1,Melhor_de_3
Deiton Baughman,Florian Lakat,Belgium F4,1,10000,2015,2,-1.157996926651883,-1,-361.0,0,0,2,0,Melhor_de_3
Julien Cagnina,Florian Lakat,Belgium F3,1,15000,2017,3,-2.4487579695864916,1,-441.0,0,0,2,0,Melhor_de_3
Marvin Netuschil,Florian Lakat,Belgium F2,1,10000,2015,2,-0.05991387152444361,4,647.0,0,0,2,1,Melhor_de_3
Scott Griekspoor,Florian Lakat,Belgium F5,1,10000,2015,2,-1.313678528016375,4,-475.0,0,0,2,1,Melhor_de_3
Joris De Loore,Florian Lakat,Belgium F6,1,10000,2015,2,-0.3744396634165632,2,-482.0,1,1,2,1,Melhor_de_3
Julien Dubail,Mats Moraing,Belgium F4,1,10000,2014,3,-0.4862255953804464,4,-102.0,1,1,1,1,Melhor_de_3
Marcos Giraldi Requena,Mats Moraing,Belgium F8,1,10000,2013,2,1.3639728627443581,-1,145.0,0,0,1,1,Melhor_de_3
Florent Serra,Mats Moraing,Mons,2,141485,2014,3,2.6476890113253724,11,-437.0,0,0,1,2,Melhor_de_3
Vincent Van den Honert,Mats Moraing,Belgium F1,1,10000,2015,2,1.3639728627443581,-1,640.0,0,0,1,1,Melhor_de_3
Tom Farquharson,Mats Moraing,Belgium F12,1,10000,2016,2,1.3639728627443581,0,672.0,0,0,1,1,Melhor_de_3
Julien Cagnina,Mats Moraing,Belgium F6,1,15000,2017,3,0.07321181980974956,-2,-234.0,0,1,1,1,Melhor_de_3
Julien Cagnina,Mats Moraing,Belgium F11,1,10000,2014,3,0.07321181980974956,-2,-234.0,0,1,1,1,Melhor_de_3
Steve Darcis,Mats Moraing,Belgium F10,1,10000,2014,2,4.04300269235334,8,-435.0,1,1,1,2,Melhor_de_3
Christopher Heyman,Mats Moraing,Belgium F5,1,10000,2015,2,4.037625801895938,-1,319.0,1,0,0,1,Melhor_de_3
Jelle Sels,Mats Moraing,Belgium F8,1,15000,2017,2,2.0570916235346886,-3,-302.0,0,0,1,1,Melhor_de_3
Yannick Vandenbulcke,Mats Moraing,Belgium F2,1,25000,2017,2,1.3930194850243964,2,-96.0,1,0,1,2,Melhor_de_3
Jaume Munar,Mats Moraing,Belgium F9,1,10000,2016,2,1.2676338688407753,-5,-385.0,0,1,1,2,Melhor_de_3
Moos Sporken,Alban Meuffels,Belgium F8,1,10000,2014,3,6.174376763509297,-2,631.0,0,0,2,1,Melhor_de_3
Clinton Thomson,Alban Meuffels,Belgium F2,1,10000,2010,2,0.5843681519357204,8,-127.0,0,0,1,1,Melhor_de_3
Marco Dierckx,Alban Meuffels,Belgium F8,1,10000,2011,2,0.0,4,-60.0,1,1,2,0,Melhor_de_3
Julien Dubail,Alban Meuffels,Belgium F8,1,10000,2013,2,-1.8501984581248045,4,-222.0,1,0,2,0,Melhor_de_3
Julien Dubail,Alban Meuffels,Belgium F9,1,10000,2013,3,-1.8501984581248045,4,-222.0,1,0,2,0,Melhor_de_3
James Marsalek,Alban Meuffels,Belgium F4,2,10000,2011,2,1.4609203798392976,0,-56.0,0,0,2,1,Melhor_de_3
Maxime Janvier,Alban Meuffels,Belgium F6,1,10000,2013,2,-0.6641605077504487,-4,-263.0,0,0,2,1,Melhor_de_3
Kimmer Coppejans,Alban Meuffels,Belgium F5,2,15000,2013,3,-1.8027036045054068,-2,-415.0,1,0,2,1,Melhor_de_3
Steve Darcis,Alban Meuffels,Belgium F7,1,10000,2014,2,2.6790298296089823,8,-555.0,1,1,2,1,Melhor_de_3
Constant Lestienne,Alban Meuffels,Belgium F9,1,10000,2014,2,0.9750741732723718,0,-531.0,0,1,2,0,Melhor_de_3
Maverick Banes,Alban Meuffels,Belgium F11,1,10000,2014,2,0.0,0,-377.0,0,1,2,0,Melhor_de_3
Jeremy Jahn,Alban Meuffels,Belgium F14,1,10000,2015,2,0.24966227397670337,2,19.0,0,1,2,0,Melhor_de_3
Joris De Loore,Alban Meuffels,Belgium F15,1,15000,2014,3,0.7835572632353198,-1,-395.0,1,1,2,1,Melhor_de_3
Yannick Mertens,Alban Meuffels,Belgium F7,1,10000,2013,3,-2.045288531775018,5,478.0,1,0,2,1,Melhor_de_3
Tak Khunn Wang,Alban Meuffels,Belgium F1,1,10000,2010,3,-0.5862762928399974,1,-328.0,0,0,2,0,Melhor_de_3
Tomas Martin Etcheverry,Alban Meuffels,Belgium F7,1,15000,2018,2,-1.445085122494305,-7,-534.0,0,0,2,1,Melhor_de_3
James Junior Storme,Sebastien Boltz,Belgium F1,1,10000,2013,3,-0.5652789890379353,-1,446.0,1,0,1,1,Melhor_de_3
Stefan Seifert,Sebastien Boltz,Belgium F4,2,10000,2011,2,-0.5652789890379353,8,250.0,0,1,1,1,Melhor_de_3
James Junior Storme,Matthias Wunner,Belgium F4,1,10000,2013,2,0.0,-1,190.0,1,0,1,0,Melhor_de_3
Stijn Meulemans,Matthias Wunner,Belgium F7,1,10000,2015,2,-0.394944506161341,1,129.0,0,0,2,1,Melhor_de_3
Alexey Vatutin,Matthias Wunner,Belgium F8,1,10000,2013,3,-1.0128045862682136,1,-214.0,0,0,2,1,Melhor_de_3
Marvin Netuschil,Matthias Wunner,Belgium F15,1,15000,2014,2,1.0980830551274394,2,795.0,0,0,2,1,Melhor_de_3
Mats Moraing,Matthias Wunner,Belgium F10,1,10000,2014,3,-1.3639728627443581,1,-59.0,0,0,1,1,Melhor_de_3
James Junior Storme,Ivo Minar,Mons,2,141445,2013,2,-2.5911106164162234,-10,660.0,1,0,1,1,Melhor_de_3
Josh Goodall,Ivo Minar,Mons,2,148243,2011,3,-4.4443929420903565,-1,360.656512605042,0,0,2,2,Melhor_de_3
Remy Chala,Leon Schutt,Belgium F10,1,10000,2014,2,-0.7994775428696848,-2,163.0,0,0,1,0,Melhor_de_3
Ugo Nastasi,Leon Schutt,Belgium F2,1,10000,2015,2,-0.2151093909339643,0,-90.0,0,0,2,1,Melhor_de_3
Marvin Netuschil,Leon Schutt,Belgium F3,1,10000,2015,2,0.29860551225775467,2,581.0,0,0,2,1,Melhor_de_3
Botic van de Zandschulp,Leon Schutt,Belgium F1,1,10000,2015,3,-0.29003557252655554,-2,-717.0,0,0,2,1,Melhor_de_3
Remy Chala,Constant Lestienne,Belgium F9,1,10000,2013,2,-0.9750741732723718,-3,847.0,0,0,1,0,Melhor_de_3
Dimitar Grabul,Constant Lestienne,Belgium F8,1,10000,2013,3,-0.9750741732723718,11,831.0,0,1,2,0,Melhor_de_3
Ivan Bjelica,Constant Lestienne,Belgium F1,1,10000,2013,3,-0.9750741732723718,8,228.0,0,0,2,0,Melhor_de_3
Jonathan Eysseric,Constant Lestienne,Belgium F7,1,10000,2012,2,0.9259259259259274,2,843.0,0,0,1,1,Melhor_de_3
Julien Cagnina,Constant Lestienne,Belgium F8,2,15000,2015,2,-2.2658352162069804,-2,177.0,0,1,2,0,Melhor_de_3
Clement Geens,Constant Lestienne,Belgium F10,1,10000,2013,3,-1.672262044479357,-4,183.0,1,0,2,1,Melhor_de_3
Mats Moraing,Constant Lestienne,Belgium F10,1,10000,2014,2,-2.33904703601673,0,411.0,0,0,1,1,Melhor_de_3
