PlayerName,Oponent,Tournament,GroundNumerico,Prize,TournamentYear,NumeroSets,DiffIMC,DiffAge,DiffRank,QTDBelgas,Finals,SumMainHand,SumTrainer,TipoTorneio
Adrian Mannarino,Adrien Bossel,Mons,2,141189,2010,2,1.5923581238896567,-2,-355.0,0,0,0,1,Melhor_de_3
Arthur De Greef,Adrien Bossel,Belgium F5,1,10000,2011,3,-0.9921555306768539,-6,-288.0,1,1,1,1,Melhor_de_3
Kenny De Schepper,Adrien Bossel,Belgium F3,1,10000,2009,3,1.4761857906854523,-1,-31.0,0,0,0,1,Melhor_de_3
Yannick Mertens,Adrien Bossel,Mons,2,156635,2008,2,-2.045288531775018,-1,670.0,1,0,1,1,Melhor_de_3
David Goffin,Adrien Bossel,BEL vs. SUI WG 1st RD,2,0,2015,3,-1.1854196538881219,-4,-306.0,1,0,1,1,Melhor_de_5
Alexis Klegou,Adrien Bossel,Belgium F2,1,10000,2009,3,2.3374726077428782,-3,232.0,0,0,1,1,Melhor_de_3
Stefan Seifert,Adrien Bossel,Belgium F4,2,10000,2011,2,0.0,1,125.0,0,1,0,0,Melhor_de_3
Vincent Millot,Adrien Bossel,Mons,2,148243,2011,2,2.2689491011366307,0,-266.0,0,0,0,1,Melhor_de_3
Romano Frantzen,James Lemke,Belgium F1,1,10000,2008,2,-2.3374726077428782,6,281.0,0,0,1,0,Melhor_de_3
David Goffin,James Lemke,Belgium F3,1,10000,2008,2,-1.1854196538881219,-2,-198.0,1,0,2,1,Melhor_de_3
Romano Frantzen,Jakub Praibis,Belgium F1,1,10000,2008,3,-2.3374726077428782,0,23.005349023803205,0,1,1,0,Melhor_de_3
Matthew Pierot,Julien Demois,Belgium F9,1,10000,2012,3,0.0,3,248.0,0,0,2,0,Melhor_de_3
Maxime Tabatruong,Julien Demois,Belgium F3,1,10000,2015,3,-0.568135703270837,4,-582.0,0,1,2,0,Melhor_de_3
Marvin Netuschil,Julien Demois,Belgium F1,1,10000,2012,2,1.0980830551274394,2,385.0,0,0,2,1,Melhor_de_3
Filip Horansky,Julien Demois,Belgium F5,1,10000,2015,2,-1.683480372794392,0,-435.0,0,1,2,1,Melhor_de_3
Yannik Reuter,Julien Demois,Belgium F2,1,10000,2012,3,0.0,2,-485.0,1,0,2,0,Melhor_de_3
Antony Dupuis,Jiri Vanek,Ostend,1,125000,1999,3,0.2921840759678602,5,345.656512605042,0,0,2,2,Melhor_de_3
Teymuraz Gabashvili,Jiri Vanek,Mons,2,156635,2008,2,0.2921840759678602,-7,345.656512605042,0,0,2,1,Melhor_de_3
Dominik Hrbaty,George Bastl,Mons,2,148544,2009,2,-0.6901105172179243,-3,-59.0,0,0,2,1,Melhor_de_3
Steve Darcis,George Bastl,Mons,3,125000,2005,3,0.08791921319275886,-9,-33.0,1,0,2,1,Melhor_de_3
Dominik Hrbaty,Jean-Noel Insausti,Mons,2,148544,2009,3,1.9010000991982992,6,-757.0,0,0,2,1,Melhor_de_3
Dominik Hrbaty,Stefano Galvani,Mons,2,148544,2009,3,0.8546233308138049,-1,-87.0,0,0,2,2,Melhor_de_3
Steve Darcis,Stefano Galvani,Mons,2,156635,2008,3,1.632653061224488,-7,-61.0,1,0,2,2,Melhor_de_3
Alexander Blom,Marvin Netuschil,Belgium F3,1,10000,2012,3,-1.0980830551274394,4,-827.0,0,0,2,1,Melhor_de_3
Julien Dubail,Marvin Netuschil,Belgium F10,1,10000,2015,2,-2.948281513252244,3,-956.0,1,0,2,1,Melhor_de_3
Maxime Authom,Marvin Netuschil,Belgium F2,1,10000,2016,2,-0.8496886176715392,4,-1095.0,1,1,2,1,Melhor_de_3
Romain Arneodo,Marvin Netuschil,Belgium F7,1,10000,2012,3,-0.051706286742945196,-1,-1272.0,0,0,2,2,Melhor_de_3
Elie Rousset,Marvin Netuschil,Belgium F4,2,10000,2012,3,-1.441751867264717,2,-873.0,0,1,1,1,Melhor_de_3
Julien Cagnina,Marvin Netuschil,Belgium F15,1,15000,2014,2,-2.388844098062048,-3,-1088.0,0,1,2,1,Melhor_de_3
Deney Wassermann,Marvin Netuschil,M15 Huy,1,15000,2021,2,1.0560506725688334,-10,-573.0,0,0,2,2,Melhor_de_3
Billy Harris,Marvin Netuschil,Belgium F14,1,10000,2015,2,-0.8005728499324256,-4,-1016.0,0,0,2,2,Melhor_de_3
Rayane Roumane,Marvin Netuschil,M25 Lasne,1,25000,2019,2,-2.4113543474222894,-9,-303.0,0,0,2,2,Melhor_de_3
Juan Pablo Ficovich,Marvin Netuschil,Belgium F14,1,10000,2016,3,-2.507448135029641,-6,-1106.0,0,1,2,2,Melhor_de_3
Gonzalo Lama,Marvin Netuschil,Belgium F12,1,10000,2015,2,1.420200994688141,-2,-930.0,0,1,2,2,Melhor_de_3
Juan Pablo Varillas,Marvin Netuschil,M25 Arlon,1,25000,2019,3,-1.3902671310952996,-4,-1240.0,0,1,2,2,Melhor_de_3
Scott Griekspoor,Marvin Netuschil,Belgium F14,1,10000,2014,3,-1.2537646564919314,0,-1122.0,0,1,2,2,Melhor_de_3
Yannick Maden,Marvin Netuschil,Belgium F13,1,25000,2016,2,-3.4355556628703177,2,-1231.0,0,1,2,2,Melhor_de_3
Yannick Maden,Marvin Netuschil,Belgium F10,1,10000,2016,2,-3.4355556628703177,2,-1231.0,0,1,2,2,Melhor_de_3
Yannick Vandenbulcke,Marvin Netuschil,Belgium F6,1,10000,2014,2,-1.0690364328474011,1,-950.0,1,0,2,2,Melhor_de_3
Oscar Otte,Marvin Netuschil,Belgium F2,1,10000,2015,2,-2.6798179303372685,-2,-1229.0,0,1,2,2,Melhor_de_3
Oscar Sabate-Bretos,Kenny De Schepper,Belgium F2,1,10000,2009,2,-1.4761857906854523,1,155.0,0,0,1,1,Melhor_de_3
Benjamin Becker,Kenny De Schepper,Mons,2,118163,2015,3,-1.5421402317699773,6,-335.0,0,1,1,2,Melhor_de_3
Pirmin Haenle,Kenny De Schepper,Belgium F3,1,10000,2009,2,-1.4761857906854523,-1,56.0,0,1,1,1,Melhor_de_3
Arthur De Greef,Kenny De Schepper,Belgium F2,1,10000,2010,2,-2.468341321362306,-5,-257.0,1,0,1,2,Melhor_de_3
Sergiy Stakhovsky,Kenny De Schepper,Antwerp,2,723636,2018,2,-2.7894570829803023,1,-339.0,0,0,1,2,Melhor_de_3
Jo-Wilfried Tsonga,Kenny De Schepper,Antwerp,2,665591,2017,2,2.0462675106209467,2,-365.0,0,0,1,2,Melhor_de_3
Thomaz Bellucci,Kenny De Schepper,Mons,2,141485,2014,2,-1.0660004839467305,0,556.0,0,0,0,2,Melhor_de_3
Jozef Kovalik,Kenny De Schepper,Antwerp,2,627088,2016,2,0.2191082889575,-5,-223.0,0,0,1,2,Melhor_de_3
Dustin Brown,Kenny De Schepper,Mons,2,141445,2013,2,-3.9625037328382327,3,270.0,0,0,1,1,Melhor_de_3
Ricardas Berankis,Kenny De Schepper,Mons,2,148243,2011,2,0.8763134266786317,-3,-153.0,0,0,1,2,Melhor_de_3
Jurgen Melzer,Kenny De Schepper,Mons,2,117885,2016,2,-0.3781027355580129,6,-362.0,0,0,0,2,Melhor_de_3
Roel Oostdam,Bas Van der Valk,Belgium F1,1,10000,2008,3,0.0,-4,625.0,0,0,1,0,Melhor_de_3
Lukas Rosol,Bas Van der Valk,Belgium F1,1,15000,2006,3,-0.5078805435499198,-1,-112.0,0,1,1,1,Melhor_de_3
Constantin Christ,David Fleming,Belgium F4,2,10000,2012,3,3.5062089116143156,-1,-659.343487394958,0,0,2,1,Melhor_de_3
Jonas Merckx,David Fleming,Belgium F8,1,10000,2014,2,6.777530293816135,-1,-639.0,1,0,2,2,Melhor_de_3
Francesco Picco,David Fleming,Belgium F5,1,10000,2012,3,2.8090210404073304,1,-618.0,0,0,2,2,Melhor_de_3
Kimmer Coppejans,David Fleming,Belgium F6,1,10000,2012,2,1.7035053071089088,-2,-904.0,1,0,2,2,Melhor_de_3
Scott Griekspoor,David Fleming,Belgium F6,1,10000,2014,2,3.3505273102498236,1,-877.0,0,1,2,2,Melhor_de_3
Juan Carlos Saez,David Fleming,Belgium F2,1,25000,2017,2,3.5062089116143156,1,-797.0,0,0,2,1,Melhor_de_3
Marcel-Ioan Miron,Alexander Ward,Belgium F2,1,10000,2009,2,-2.045288531775018,8,80.0,0,0,2,1,Melhor_de_3
Gaetan De Lovinfosse,Alexander Ward,Belgium F3,1,10000,2009,3,-2.045288531775018,-1,529.0,1,0,2,1,Melhor_de_3
Jeroen Vanneste,Alexander Ward,Belgium F9,1,10000,2012,2,-3.037444062451872,-4,1480.0,0,0,2,1,Melhor_de_3
Joris De Loore,Alexander Ward,Belgium F10,1,10000,2012,2,-1.2617312685396982,-3,-44.0,1,1,2,2,Melhor_de_3
Sebastien Boltz,Alexander Ward,Belgium F4,2,10000,2011,2,-1.4800095427370827,-3,34.0,0,1,2,2,Melhor_de_3
Jan Siemerink,Jamie Delgado,Charleroi,3,100000,2000,2,-0.2949676594698687,7,-48.0,0,0,1,1,Melhor_de_3
Richard Bloomfield,Michael Lammer,Belgium F2,3,15000,2004,2,-1.4609203798393011,-1,26.0,0,1,2,1,Melhor_de_3
Steve Darcis,Michael Lammer,BEL vs. SUI WG 1st RD,2,0,2015,3,2.094661677673262,-2,-112.0,1,0,2,2,Melhor_de_5
Richard Bloomfield,Farrukh Dustov,Belgium F2,3,15000,2004,3,-1.710989598928549,3,78.0,0,0,2,0,Melhor_de_3
Tobias Kamke,Farrukh Dustov,Mons,2,141485,2014,2,0.36207504813542357,0,960.0,0,0,2,1,Melhor_de_3
Richard Bloomfield,Peter Clarke,Belgium F1,2,15000,2005,3,-2.135537896797125,-4,-711.0,0,0,2,0,Melhor_de_3
Richard Bloomfield,Victor Crivoi,Belgium F1,2,15000,2005,2,0.0,-1,-124.0,0,1,2,1,Melhor_de_3
Nick Van Der Meer,Carl Bergman,Belgium F1,1,10000,2010,2,0.0,2,-31.0,0,0,2,0,Melhor_de_3
Sascha Kloer,Carl Bergman,Belgium F3,1,10000,2010,3,0.0,2,103.0,0,1,2,0,Melhor_de_3
Peter Torebko,Carl Bergman,Belgium F2,1,10000,2010,2,1.7531044558071578,-1,-293.0,0,0,2,0,Melhor_de_3
Nick Van Der Meer,Tim Van Terheijden,Belgium F1,1,10000,2010,2,0.0,5,143.0,0,0,1,0,Melhor_de_3
Jonas Merckx,Tim Van Terheijden,Belgium F6,1,15000,2017,3,3.271321382201819,-3,142.0,1,1,1,1,Melhor_de_3
Jonathan Eysseric,Tim Van Terheijden,Belgium F2,1,10000,2010,3,1.9010000991982992,0,604.0,0,0,0,1,Melhor_de_3
Marvin Netuschil,Tim Van Terheijden,Belgium F12,1,15000,2017,3,1.0980830551274394,-1,1026.0,0,0,1,1,Melhor_de_3
Juan Carlos Saez,Tim Van Terheijden,Belgium F5,1,15000,2017,2,0.0,-1,-16.0,0,0,1,0,Melhor_de_3
Colin Ebelthite,Vincent Millot,Mons,2,148243,2011,2,-2.2689491011366307,2,74.0,0,0,1,1,Melhor_de_3
Yannick Maden,Vincent Millot,Antwerp,2,627088,2016,2,-4.606421708879509,-3,-39.0,0,0,1,2,Melhor_de_3
Jiri Vesely,Vincent Millot,Mons,2,141485,2014,3,-1.0821618373632873,-7,361.0,0,0,0,2,Melhor_de_3
Jan-Lennard Struff,Vincent Millot,Mons,2,117885,2016,2,-0.3606573984517496,-4,-70.0,0,1,1,2,Melhor_de_3
Juan-Sebastian Vivanco,Michael Bois,Belgium F8,1,10000,2012,2,1.0044819635193143,3,25.0,0,1,2,1,Melhor_de_3
Nico Matic,Michael Bois,Belgium F4,1,10000,2014,2,2.2009943826797063,1,752.0,0,0,2,2,Melhor_de_3
Juan-Sebastian Vivanco,Xander Spong,Belgium F7,1,10000,2011,2,0.0,0,-281.0,0,0,2,0,Melhor_de_3
Joris De Loore,Xander Spong,Belgium F8,1,10000,2011,3,0.7835572632353198,-3,-690.0,1,0,2,1,Melhor_de_3
Mehdi Bouras,Kevin Botti,Belgium F6,1,10000,2012,2,0.0,1,910.0,0,0,1,0,Melhor_de_3
Ervin Eleskovic,Romano Tatuhey,Belgium F2,2,15000,2005,2,0.0,3,-852.0,0,0,2,0,Melhor_de_3
Igor Zelenay,Romano Tatuhey,Belgium F1,3,15000,2004,3,-0.3436688121372775,8,-978.0,0,0,2,1,Melhor_de_3
Denis Matsukevich,Romano Tatuhey,Belgium F1,2,15000,2005,3,-0.8611344941178203,4,-695.343487394958,0,1,2,0,Melhor_de_3
Ervin Eleskovic,David Sherwood,Belgium F2,2,15000,2005,2,1.8501984581248045,-7,92.0,0,0,2,1,Melhor_de_3
Gary Lugassy,David Sherwood,Belgium F1,2,15000,2005,2,1.8501984581248045,-2,166.0,0,1,1,1,Melhor_de_3
Conor Niland,Louk Sorensen,Mons,2,148243,2011,2,-1.510293525737545,4,-46.0,0,0,2,1,Melhor_de_3
Nicolas Kiefer,Jan Siemerink,Antwerp,2,875000,1997,3,2.0902385858042933,-7,-71.0,0,0,1,0,Melhor_de_3
Magnus Larsson,Jan Siemerink,Antwerp,2,875000,1998,2,3.1689108162767106,0,83.0,0,0,1,1,Melhor_de_3
Filip Dewulf,Jan Siemerink,NED V BEL 1RD,1,0,1998,3,0.13102103655903363,-2,224.0,1,0,1,1,Melhor_de_5
Renzo Furlan,Jan Siemerink,Antwerp,3,875000,1996,2,1.0589404623266532,0,226.0,0,0,1,1,Melhor_de_3
Stefan Edberg,Jan Siemerink,Brussels,3,665000,1992,2,-0.012326432842460378,4,347.656512605042,0,0,1,1,Melhor_de_3
Henrik Holm,Jan Siemerink,Antwerp,3,1085000,1993,3,1.1944220490310258,2,106.0,0,0,1,1,Melhor_de_3
Frederic Jeanclaude,Jannis Liniger,Belgium F3,1,10000,2010,2,1.9575956656865827,9,-553.0,0,0,1,0,Melhor_de_3
Sascha Kloer,Frederic Jeanclaude,Belgium F3,1,10000,2010,2,0.0,-4,-114.0,0,1,1,0,Melhor_de_3
Raemon Sluiter,Sule Ladipo,Charleroi,2,25000,1995,2,0.22657792928063358,-4,-504.9946509761968,0,0,2,1,Melhor_de_3
Raemon Sluiter,Alex Calatrava,Charleroi,2,25000,1995,3,0.8972720602691595,-5,-64.0,0,0,2,2,Melhor_de_3
Jordi Burillo,Alex Calatrava,Ostend,1,75000,1997,3,1.5718895772269832,1,-10.0,0,1,2,2,Melhor_de_3
Raemon Sluiter,Joost Winnink,Charleroi,2,25000,1995,2,0.22657792928063358,-7,-254.0,0,1,2,1,Melhor_de_3
Gaston Etlis,Joost Winnink,Scheveningen,1,75000,1995,2,-0.9421583745908073,-3,-283.0,0,0,2,1,Melhor_de_3
Henrik Holm,Joost Winnink,Antwerp,1,25000,1992,3,-0.155523704300915,3,-119.0,0,0,2,1,Melhor_de_3
Johan Anderson,Christophe Van Garsse,Antwerp,1,25000,1992,2,-1.2522324251952313,3,-877.343487394958,1,0,2,1,Melhor_de_3
Orlin Stanoytchev,Christophe Van Garsse,Antwerp,1,25000,2001,2,-0.5843681519357204,3,-1146.0,1,0,2,1,Melhor_de_3
Johan Van Herck,Christophe Van Garsse,Oostende,1,25000,1994,2,-2.3374726077428782,0,-901.0,2,1,2,2,Melhor_de_3
Olivier Malcor,Christophe Van Garsse,Ostend,1,125000,1999,3,-3.5558080603125646,-1,-657.0,1,0,2,2,Melhor_de_3
Christian Ruud,Christophe Van Garsse,Liege,1,25000,1993,3,0.2921840759678602,2,-1252.0,1,0,2,2,Melhor_de_3
Marc-Kevin Goellner,Christophe Van Garsse,Antwerp,2,875000,1997,2,-3.4584977832160817,4,-1232.0,1,0,2,2,Melhor_de_3
Sergio Cortes,Christophe Van Garsse,Liege,1,25000,1992,3,-4.1282374678054055,6,-834.0,1,1,2,1,Melhor_de_3
Libor Nemecek,Christophe Van Garsse,Oostende,1,25000,1993,3,-4.3478841500076975,6,-432.0,1,0,2,1,Melhor_de_3
Victor Ionita,Marco Pedrini,Belgium F1,2,15000,2005,2,-1.7531044558071578,0,-83.0,0,1,2,0,Melhor_de_3
Marco Dierckx,Medy Chettar,Belgium F6,1,10000,2011,2,0.0,4,-333.0,1,0,2,0,Melhor_de_3
Mirza Basic,Medy Chettar,Mons,2,148243,2011,2,2.1077860310483665,1,-284.0,0,0,2,1,Melhor_de_3
Stefan Seifert,Medy Chettar,Belgium F4,2,10000,2011,2,0.0,7,-340.0,0,0,1,0,Melhor_de_3
Marco Dierckx,Jules Marie,Belgium F8,1,10000,2011,3,0.5843681519357204,3,143.0,1,0,2,0,Melhor_de_3
Alexander Ward,Jules Marie,Belgium F4,2,10000,2011,3,2.6296566837107385,1,-148.0,0,0,2,1,Melhor_de_3
Alexandre Sidorenko,Jules Marie,Belgium F6,1,10000,2011,2,1.168736303871441,3,-245.0,0,0,2,1,Melhor_de_3
Steve Darcis,Jules Marie,Belgium F7,1,10000,2014,3,3.2633979815447027,7,-352.0,1,1,2,1,Melhor_de_3
Marco Dierckx,Jonas Koenig,Belgium F9,1,10000,2011,3,0.0,1,-17.994650976196795,1,0,2,0,Melhor_de_3
Alexandre Folie,Jonas Koenig,Belgium F9,1,10000,2012,2,-0.31290390833343906,-1,-216.9946509761968,1,0,2,0,Melhor_de_3
Alexandre Folie,Jonas Koenig,Belgium F2,1,10000,2012,2,-0.31290390833343906,-1,-216.9946509761968,1,0,2,0,Melhor_de_3
Joris De Loore,Jonas Koenig,Belgium F10,1,10000,2012,2,0.7835572632353198,-4,-352.9946509761968,1,0,2,1,Melhor_de_3
Juan Carlos Saez,Jonas Koenig,Belgium F3,1,10000,2012,3,0.0,-2,-265.9946509761968,0,0,2,0,Melhor_de_3
Juan Carlos Saez,Jonas Koenig,Belgium F5,1,10000,2012,3,0.0,-2,-265.9946509761968,0,0,2,0,Melhor_de_3
Antoine Tassart,Romain Sichez,Belgium F3,1,10000,2010,2,0.0,5,419.0,0,0,2,0,Melhor_de_3
Alexander Ward,Romain Sichez,Belgium F10,1,10000,2012,3,2.045288531775018,0,-171.0,0,0,2,1,Melhor_de_3
Jonas Merckx,Romain Sichez,Belgium F9,1,10000,2012,3,3.271321382201819,-3,30.0,1,0,2,1,Melhor_de_3
Botic van de Zandschulp,Romain Sichez,Belgium F8,1,10000,2016,2,0.5094419703431292,-5,-384.0,0,1,2,1,Melhor_de_3
Casper Ruud,Romain Sichez,Belgium F7,1,10000,2016,2,0.20226651835417186,-8,-409.0,0,0,2,1,Melhor_de_3
Alexander Peya,Ruben Bemelmans,BEL vs AUT WG Play-Off,2,0,2011,2,2.3888440980620516,8,8.0,1,0,1,2,Melhor_de_3
Christophe Rochus,Ruben Bemelmans,Mons,2,156635,2008,3,1.1339983453741667,10,-45.0,2,0,1,2,Melhor_de_3
Amir Weintraub,Ruben Bemelmans,BEL vs. ISR WG Play-Off,1,0,2013,5,0.9793126580970615,2,77.0,1,0,1,1,Melhor_de_5
Marc Gicquel,Ruben Bemelmans,Mons,2,141189,2010,3,-1.175404365461187,11,-47.0,1,0,1,2,Melhor_de_3
Andy Murray,Ruben Bemelmans,BEL vs.GBR DC Final,1,0,2015,3,0.08204059782790196,1,-32.0,1,0,1,2,Melhor_de_5
Kenny De Schepper,Ruben Bemelmans,Mons,2,118163,2015,3,1.8711302968467933,1,286.0,1,0,0,2,Melhor_de_3
Jo-Wilfried Tsonga,Ruben Bemelmans,Antwerp,2,665591,2017,2,3.91739780746774,3,-79.0,1,1,1,2,Melhor_de_3
Steve Darcis,Ruben Bemelmans,Mons,2,136830,2012,3,3.0739743357703233,4,-46.0,2,0,1,2,Melhor_de_3
Marius Copil,Ruben Bemelmans,Antwerp,2,711706,2019,2,1.726732355181042,-2,300.0,1,0,1,2,Melhor_de_3
Radu Albot,Ruben Bemelmans,Mons,2,117885,2016,2,0.13519882556624196,-1,19.0,1,0,1,2,Melhor_de_3
Teymuraz Gabashvili,Ruben Bemelmans,Mons,2,148544,2009,3,3.0246011898720795,3,338.656512605042,1,0,1,1,Melhor_de_3
Tobias Kamke,Ruben Bemelmans,Mons,2,148243,2011,2,1.591456925321733,2,974.0,1,0,1,2,Melhor_de_3
Jiri Vesely,Ruben Bemelmans,Mons,2,141485,2014,3,1.5817317699346845,-5,412.0,1,1,0,2,Melhor_de_3
Henri Laaksonen,Ruben Bemelmans,BEL vs. SUI WG 1st RD,2,0,2015,5,0.394944506161341,-4,134.0,1,0,1,1,Melhor_de_5
Gael Monfils,Ruben Bemelmans,Antwerp,2,723636,2018,2,0.4239911284413793,2,238.0,1,0,1,2,Melhor_de_3
Norbert Gombos,Ruben Bemelmans,Mons,2,141445,2013,3,0.4239911284413793,-2,50.0,1,0,1,2,Melhor_de_3
Rafael Nadal,Ruben Bemelmans,BEL vs. ESP WG 1st RD,2,0,2011,3,2.440233037936359,2,-70.0,1,0,0,2,Melhor_de_5
Christophe Rochus,Tommy Robredo,Charleroi,3,100000,2000,2,0.38126361655773877,4,34.0,1,0,2,2,Melhor_de_3
Florian Mayer,Tommy Robredo,Antwerp,2,627088,2016,2,-0.6706941309885259,-1,13.0,0,0,2,2,Melhor_de_3
Johan Van Herck,Tommy Robredo,Ostend,1,75000,2000,3,-0.9421583745908073,8,394.0,1,1,2,2,Melhor_de_3
Christophe Rochus,Lukas Dlouhy,Mons,2,125000,2006,3,-2.182786920465773,5,-34.0,1,0,2,2,Melhor_de_3
Kristof Vliegen,Lukas Dlouhy,Mons,2,125000,2007,3,-5.577429966548337,1,-43.0,1,1,2,2,Melhor_de_3
Christophe Rochus,Tomas Behrend,Mons,2,125000,2006,2,-0.36384711472712183,-4,-4.0,1,0,2,2,Melhor_de_3
Alex Lopez Moron,Tomas Behrend,Ostend,1,125000,1999,3,-1.0361160222901482,4,21.0,0,1,2,2,Melhor_de_3
Christophe Rochus,Michael Kohlmann,BEL v. GER WG Qtrs,1,0,2007,3,-0.23699837562910986,-4,-63.0,1,0,2,2,Melhor_de_5
Jan Siemerink,Michael Kohlmann,Charleroi,3,100000,2000,2,-1.9682077455187894,4,-27.0,0,1,1,1,Melhor_de_3
Christophe Rochus,Illya Marchenko,BEL vs. UKR WG Play-off,1,0,2009,4,-1.8906028444979128,9,-285.0,1,0,2,2,Melhor_de_5
Paul-Henri Mathieu,Illya Marchenko,Mons,2,141445,2013,3,-3.798392987582176,5,-312.0,0,0,2,2,Melhor_de_3
Michael Llodra,Illya Marchenko,Mons,2,136830,2012,3,-3.4907911778285587,7,-303.0,0,0,1,1,Melhor_de_3
Andrea Arnaboldi,Illya Marchenko,Mons,2,141485,2014,3,-3.1977923869815754,0,144.0,0,0,1,2,Melhor_de_3
Sergiy Stakhovsky,Illya Marchenko,Mons,2,148544,2009,3,-3.9429279760055884,1,-293.0,0,1,2,2,Melhor_de_3
Kyle Edmund,Illya Marchenko,Antwerp,2,627088,2016,2,-1.936537922920408,-8,174.0,0,0,2,2,Melhor_de_3
Vincent Millot,Illya Marchenko,Mons,2,117885,2016,3,-0.36070758257410773,1,-189.0,0,0,1,2,Melhor_de_3
Kristof Vliegen,Sergei Bubka,Mons,2,125000,2007,2,-4.763375237918105,5,-115.0,1,0,2,1,Melhor_de_3
Julien Benneteau,Sergei Bubka,Mons,2,148243,2011,2,-1.8156019550805063,6,-120.0,0,0,2,1,Melhor_de_3
Steve Darcis,Sergei Bubka,BEL vs. UKR WG Play-off,1,0,2009,3,0.5712437985606158,3,-107.0,1,0,2,1,Melhor_de_5
Janko Tipsarevic,Sergei Bubka,Mons,2,148544,2009,2,-0.20678593185006733,3,-137.0,0,0,2,1,Melhor_de_3
Jordi Arrese,Andrei Pavel,Scheveningen,1,75000,1995,3,-5.9765369195245945,10,409.656512605042,0,1,2,0,Melhor_de_3
Kristof Vliegen,Thomas Schoorel,Mons,2,141189,2010,2,1.2068646200040831,7,-64.0,1,0,1,1,Melhor_de_3
Stephane Robert,Thomas Schoorel,Bercuit,1,54604,2012,2,3.570269750905961,9,-44.0,0,1,1,1,Melhor_de_3
Igor Sijsling,Andreas Beck,Mons,2,141445,2013,3,-1.0964611715687624,-1,487.0,0,1,1,2,Melhor_de_3
Kristof Vliegen,Lleyton Hewitt,BEL v. AUS WG 1st RD,1,0,2007,5,-4.167718341091362,-1,29.0,1,0,2,2,Melhor_de_5
Sebastian Rieschick,Mike Scheidweiler,Belgium F2,3,15000,2004,2,1.570348871622528,-5,-92.0,0,0,2,1,Melhor_de_3
Cyril Martin,Mike Scheidweiler,Belgium F1,1,15000,1999,3,1.570348871622528,1,194.0,0,1,2,1,Melhor_de_3
David Basile,Mike Scheidweiler,Belgium F2,1,15000,1998,2,1.570348871622528,6,63.0,1,0,2,1,Melhor_de_3
Sebastian Rieschick,Melvyn Op der Heijde,Belgium F2,3,15000,2004,2,-0.9750741732723718,-11,-60.0,0,1,2,0,Melhor_de_3
Denis Matsukevich,Melvyn Op der Heijde,Belgium F1,2,15000,2005,2,-1.836208667390192,-11,163.656512605042,0,0,2,0,Melhor_de_3
Thomas Cazes-Carrere,Pavol Cervenak,Belgium F2,1,15000,2006,2,1.683480372794392,3,361.0,0,0,2,1,Melhor_de_3
Steven Diez,Pavol Cervenak,Bercuit,1,54604,2012,3,14.811489794240106,-4,92.0,0,0,2,2,Melhor_de_3
Martin Slanar,Andreas Siljestrom,Mons,2,141189,2010,3,0.16805610628295398,0,37.0,0,0,2,1,Melhor_de_3
Carl Bergman,Marco Bortolotti,Belgium F3,1,10000,2010,2,-1.2665768200714425,4,-3075.0,0,1,2,1,Melhor_de_3
Dawid Olejniczak,Julien Jeanpierre,Belgium F1,1,15000,2006,2,1.0044819635193143,-3,35.0,0,0,2,1,Melhor_de_3
Illya Marchenko,Julien Jeanpierre,Mons,2,148544,2009,2,3.6341386472300528,-7,153.0,0,0,2,2,Melhor_de_3
Julien Dubail,Alexis Gautier,Belgium F11,1,10000,2015,3,1.809458518485485,9,-194.0,1,0,2,0,Melhor_de_3
Jonas Merckx,Alexis Gautier,Belgium F1,1,15000,2018,2,6.9309783588121086,4,-122.0,1,0,2,1,Melhor_de_3
Gauthier Onclin,Alexis Gautier,M15 Huy,1,15000,2021,2,4.634731149882661,-4,-351.0,0,1,2,1,Melhor_de_3
Clement Geens,Alexis Gautier,M15 Lambermont,1,15000,2019,3,2.9624691054033043,1,-320.0,1,0,2,1,Melhor_de_3
Julien Dubail,Milos Sekulic,Belgium F5,1,10000,2015,2,-2.099860732101508,1,-272.0,1,0,2,0,Melhor_de_3
Jonas Merckx,Milos Sekulic,Belgium F4,1,10000,2015,2,3.0216591082251156,-4,-200.0,1,0,2,1,Melhor_de_3
Julien Dubail,Jules Okala,Belgium F7,1,10000,2015,3,-4.29541732663964,9,33.0,1,0,2,1,Melhor_de_3
Antoine Escoffier,Jules Okala,Belgium F6,1,10000,2015,2,-2.4452188685148357,5,-142.0,0,0,2,1,Melhor_de_3
Clement Geens,Jules Okala,Belgium F2,1,10000,2015,3,-3.142406739721821,1,-93.0,1,1,2,2,Melhor_de_3
Daniel Altmaier,Jules Okala,Belgium F6,1,10000,2016,2,-2.6009004698793277,-1,-246.0,0,1,2,2,Melhor_de_3
Julien Dubail,Ricardo Urzua-Rivera,Belgium F7,1,10000,2015,3,1.9481945294573713,1,-32.0,1,0,2,1,Melhor_de_3
Jeroen Vanneste,Ricardo Urzua-Rivera,Belgium F6,1,10000,2014,2,2.806237456905322,-5,1319.0,0,0,2,1,Melhor_de_3
Julien Dubail,Maximilian Neuchrist,Belgium F2,1,25000,2017,3,-1.8501984581248045,3,187.0,1,0,2,0,Melhor_de_3
Julien Dubail,Jannis Kahlke,Belgium F5,1,15000,2017,3,-2.0524649764789764,6,-452.0,1,0,1,0,Melhor_de_3
