Taxas de câmbio de referência do Euro e Direito de Saque Especial ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Última atualização: (ver última linha);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notas:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1-Para uma correta leitura deste ficheiro o separador de casas decimais deve ser o ponto (.) e o separador de listas (colunas) deve ser o ponto e virgula (;)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2-A utilização destes valores deve ser complementada com a leitura das notas constantes nas páginas de Internet correspondentes em www.bportugal.pt.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Período (Dias Úteis);Dólar australiano;Lev da Bulgária;Dólar canadiano;Franco suíço;Libra de Chipre;Coroa checa;Coroa dinamarquesa;Coroa Estónia;Libra esterlina;Dracma grega;Dólar de Hong Kong;Forint húngaro;Coroa islandesa;Iene japonês ;Won da Coreia do Sul ;Litas da Lituana ;Lats da Letão ;Lira maltesa ;Coroa norueguesa ;Dólar da Nova Zelândia ;Zloti polaco ;Novo Leu da Roménia ;Coroa sueca ;Dólar de Singapura ;Tolar esloveno ;Coroa eslovaca ;Nova Lira turca ;Dólar dos Estados Unidos ;Rand da África do Sul ;Real do Brasil ;Escudo de Cabo Verde ;Pataca de Macau ;Direito de Saque Especial ;Yuan renmimbi da China ;Kuna Croata ;Rupia indonésia ;Ringgit da Malásia ;Peso filipino ;Rublo russo ;Baht da Tailândia ;Peso Mexicano ;Rupia indiana ;Shequel de Israel 
2001-07-19;1.6931;1.9466;1.3432;1.507;0.57415;33.908;7.4463;15.6466;0.615;-;6.8038;249.25;88.4;107.7;1137.7;3.4896;0.5506;0.3992;8.011;2.1062;3.6833;25690.0;9.2565;1.5924;218.9614;42.718;1173650.0;0.8723;7.2071;2.1999;110.265;7.0079;1.44293;7.22;7.1;9811.94;3.3148;46.406;25.5508;39.875;-;41.097;-
2001-07-20;1.7111;1.9466;1.3531;1.5078;0.57409;33.878;7.4485;15.6466;0.6118;-;6.8451;249.2;88.54;108.36;1145.88;3.5113;0.5521;0.3994;8.017;2.1239;3.699;25825.0;9.2631;1.6006;218.911;42.739;1150767.0;0.8776;7.2418;2.1984;110.265;7.0505;1.43616;7.2639;7.121;9761.43;3.3317;46.599;25.6584;40.1147;-;41.34;-
2001-07-23;1.7103;1.9465;1.34;1.5055;0.57395;33.798;7.4471;15.6466;0.6097;-;6.7671;246.68;88.18;107.62;1138.73;3.4706;0.5481;0.3979;7.9865;2.118;3.644;25566.0;9.2907;1.5831;218.9239;42.68;1147000.0;0.8676;7.1242;2.1239;110.265;6.9701;1.44881;7.1811;7.169;8836.65;3.296;46.074;25.4053;39.6662;-;40.861;-
2001-07-24;1.7152;1.9462;1.3401;1.5064;0.57372;33.874;7.4447;15.6466;0.6139;-;6.7921;247.27;88.43;108.07;1140.75;3.4839;0.5499;0.3989;8.002;2.1224;3.6677;25693.0;9.3118;1.584;218.7672;42.711;1137000.0;0.8708;7.1329;2.1021;110.265;6.9959;1.44352;7.2076;7.1597;8870.8;3.309;46.553;25.5052;39.8064;-;41.014;-
2001-07-25;1.7363;1.9462;1.3506;1.5054;0.57395;33.863;7.4443;15.6466;0.6157;-;6.8583;246.59;88.73;108.9;1147.49;3.5181;0.5534;0.4003;8.013;2.1379;3.6853;25940.0;9.3472;1.5989;218.9625;42.811;1155000.0;0.8793;7.2215;2.178;110.265;7.064;1.43214;7.278;7.2199;8808.7;3.3422;47.229;25.7304;40.2306;-;41.453;-
2001-07-26;1.724;1.946;1.3465;1.5107;0.57409;33.882;7.4455;15.6466;0.6146;-;6.8357;246.35;88.35;108.58;1134.94;3.5062;0.5524;0.3997;8.0125;2.1236;3.6807;25914.0;9.3009;1.5821;218.9854;43.041;1162000.0;0.8764;7.1726;2.1656;110.265;7.0408;1.43497;7.254;7.2503;8807.33;3.33;46.856;25.6447;40.0317;-;41.316;-
2001-07-27;1.7323;1.9467;1.3426;1.5081;0.57405;33.874;7.4454;15.6466;0.6141;-;6.8387;247.27;87.86;108.65;1135.46;3.5078;0.5523;0.3997;7.984;2.1328;3.6867;25928.0;9.2825;1.5769;219.1594;43.067;1164000.0;0.8768;7.1751;2.1898;110.265;7.0439;1.43726;7.2573;7.261;8734.63;3.3317;46.814;25.6774;40.0062;-;41.342;-
2001-07-30;1.7314;1.9467;1.3407;1.5114;0.57399;33.87;7.4453;15.6466;0.6136;-;6.8254;247.08;87.87;109.45;1137.63;3.502;0.5524;0.3995;7.98;2.1269;3.694;25890.0;9.256;1.5773;219.2708;43.193;1163000.0;0.8751;7.1812;2.1479;110.265;7.0302;1.43701;7.2432;7.209;8486.54;3.3235;46.769;25.6219;39.9799;-;41.241;-
2001-07-31;1.7282;1.9461;1.3389;1.5102;0.57389;33.98;7.4475;15.6466;0.6143;-;6.8286;247.75;87.85;109.3;1136.4;3.5022;0.552;0.3996;7.985;2.1304;3.7103;25927.0;9.2785;1.5791;219.2314;43.302;1163000.0;0.8755;7.2334;2.1244;110.265;7.0335;1.43774;7.2465;7.1899;8314.89;3.326;46.848;25.6921;40.0296;-;41.213;-
2001-08-01;1.7188;1.9462;1.3553;1.5106;0.57392;34.003;7.4492;15.6466;0.6156;-;6.8769;248.14;86.84;109.85;1139.16;3.5268;0.5547;0.4005;8.012;2.131;3.7528;26152.0;9.3092;1.5898;219.1926;43.261;1175000.0;0.8817;7.274;2.1809;110.265;7.0832;1.43065;7.2978;7.2097;8489.74;3.3518;47.41;25.8816;40.3362;-;41.562;-
2001-08-02;1.6951;1.9468;1.3515;1.5094;0.57392;34.002;7.4483;15.6466;0.6145;-;6.854;248.72;86.62;109.02;1128.38;3.5152;0.5534;0.4001;7.996;2.1005;3.755;26131.0;9.229;1.5665;219.2893;43.041;1178000.0;0.8788;7.2239;2.1979;110.265;7.0596;1.4368;7.2738;7.2601;8460.87;3.3404;47.161;25.8081;40.1199;-;41.395;-
2001-08-03;1.702;1.9475;1.3516;1.5076;0.57386;33.93;7.4476;15.6466;0.6164;-;6.868;248.0;86.55;109.05;1130.69;3.5234;0.5547;0.4005;7.9685;2.111;3.7297;26148.0;9.1721;1.5661;219.2738;42.95;1181000.0;0.8806;7.2599;2.1733;110.265;7.074;1.43353;7.2887;7.3475;8377.49;3.3457;47.065;25.8641;39.9945;-;41.487;-
2001-08-06;1.7055;1.9472;1.3465;1.5076;0.57386;33.919;7.4471;15.6466;0.619;-;6.8668;247.06;86.69;109.08;1132.7;3.5226;0.5552;0.4008;7.9775;2.106;3.7267;26159.0;9.1637;1.5689;219.2446;42.911;1187000.0;0.8805;7.3062;2.1924;110.265;7.0728;1.43299;7.2879;7.335;8265.56;3.3455;46.838;25.8327;39.9634;-;41.478;-
2001-08-07;1.702;1.9467;1.3395;1.506;0.57372;33.913;7.4429;15.6466;0.6195;-;6.8383;247.39;86.54;108.74;1126.95;3.5074;0.5551;0.4004;7.969;2.0976;3.7197;26098.0;9.1885;1.5655;219.2182;42.909;1186000.0;0.8768;7.2775;2.1499;110.265;7.0434;1.43555;7.2573;7.36;8204.81;3.3326;46.722;25.7318;39.9321;-;41.322;-
2001-08-08;1.701;1.9463;1.3441;1.5059;0.57362;33.805;7.4432;15.6466;0.6187;-;6.8346;246.95;86.45;107.94;1121.66;3.5052;0.555;0.4003;7.958;2.0822;3.6966;26078.0;9.1509;1.5546;219.3279;42.827;1203200.0;0.8763;7.265;2.1548;110.265;7.0396;1.43698;7.2531;7.3895;8173.55;3.329;46.497;25.7139;39.8078;-;41.297;-
2001-08-09;1.7135;1.947;1.3584;1.5057;0.57362;33.85;7.4422;15.6466;0.6234;-;6.9049;246.5;86.95;109.16;1137.61;3.541;0.5598;0.4021;7.985;2.0836;3.7345;26380.0;9.1734;1.5721;219.425;42.815;1221000.0;0.8853;7.3259;2.1774;110.265;7.112;1.42844;7.3276;7.424;8147.53;3.3644;46.879;26.0048;40.2284;-;41.722;-
2001-08-10;1.7332;1.9464;1.3793;1.5117;0.57356;33.88;7.4422;15.6466;0.6269;-;6.9695;246.92;87.86;109.31;1146.85;3.5745;0.5609;0.4036;8.015;2.1009;3.7623;26623.0;9.1795;1.5718;219.605;43.005;1241000.0;0.8936;7.37;2.2233;110.265;7.1786;1.4209;7.3963;7.4745;8140.24;3.3955;46.331;26.215;40.4511;-;42.104;-
2001-08-13;1.7329;1.9461;1.383;1.5139;0.57488;33.897;7.4423;15.6466;0.6312;-;7.0123;246.38;88.18;109.33;1156.24;3.5971;0.5627;0.4048;8.0625;2.0982;3.7997;26781.0;9.2049;1.5783;219.5352;42.871;1257000.0;0.8991;7.4284;2.214;110.265;7.2227;1.41553;7.4419;7.505;7685.6;3.4159;46.069;26.3738;40.5808;-;42.357;-
2001-08-14;1.738;1.9461;1.3802;1.5155;0.57389;33.88;7.4431;15.6466;0.6312;-;6.9948;246.6;89.21;110.04;1155.53;3.5876;0.5626;0.4046;8.068;2.102;3.8168;26742.0;9.211;1.5788;219.55;42.96;1306000.0;0.8968;7.4232;2.2541;110.265;7.2046;1.41547;7.4228;7.4996;7613.17;3.4092;45.912;26.3366;40.3314;-;42.249;-
2001-08-15;1.7291;1.9461;1.3955;1.5184;0.57485;33.9;7.4433;15.6466;0.6344;-;7.1126;253.0;89.63;109.62;1165.68;3.6461;0.5669;0.4067;8.1235;2.0975;3.8833;27187.0;9.2593;1.5902;219.5;42.95;1359000.0;0.9114;7.5296;-;-;-;1.40485;7.5437;7.53;7991.4;3.4637;46.487;26.7437;40.8449;-;42.99;-
2001-08-16;1.7358;1.9465;1.3962;1.5193;0.57405;33.972;7.4437;15.6466;0.6328;-;7.132;254.25;89.64;109.66;1167.69;3.6576;0.5676;0.4068;8.1035;2.0948;3.8966;27253.0;9.2581;1.5949;219.6274;43.13;1339000.0;0.9144;7.5433;2.275;110.265;7.346;1.40568;7.5685;7.536;8009.32;3.4772;46.668;26.8861;40.8018;-;43.105;-
2001-08-17;1.712;1.9461;1.4053;1.5183;0.57399;34.022;7.4453;15.6466;0.6327;-;7.1275;255.73;89.04;110.34;1174.74;3.6547;0.5674;0.4067;8.1325;2.087;3.9205;27202.0;9.335;1.6037;219.5267;43.17;1292000.0;0.9138;7.542;2.2863;110.265;7.3413;1.40434;7.5635;7.5845;8004.07;3.4761;46.826;26.8681;41.0403;-;43.085;-
2001-08-20;1.7145;1.9462;1.4145;1.5187;0.57409;34.083;7.4459;15.6466;0.633;-;7.136;255.9;89.25;110.18;1171.99;3.6587;0.5675;0.4069;8.1135;2.0864;3.9348;27241.0;9.4235;1.608;219.4599;43.168;1301000.0;0.9149;7.605;2.3042;110.265;7.3501;1.40233;7.5726;7.651;7798.25;3.4761;46.927;26.8818;41.0815;-;43.113;-
2001-08-21;1.711;1.9465;1.4107;1.5166;0.57389;34.078;7.4468;15.6466;0.6304;-;7.1196;256.24;89.7;109.4;1167.47;3.6504;0.5662;0.4064;8.1215;2.0874;3.8997;27205.0;9.431;1.5973;219.5238;43.173;1311000.0;0.9128;7.584;2.298;110.265;7.3332;1.40631;7.5552;7.5598;7801.44;3.4704;46.781;26.8131;40.7858;-;43.042;-
2001-08-22;1.7114;1.9466;1.4272;1.5199;0.57366;34.342;7.4485;15.6466;0.6326;-;7.1883;256.47;90.31;110.39;1177.8;3.685;0.57;0.4076;8.1105;2.074;3.9383;27453.0;9.4707;1.6149;219.5332;43.265;1344000.0;0.9216;7.7462;2.3091;110.265;7.4039;1.39827;7.6281;7.5695;7940.03;3.5023;46.958;27.0744;41.0365;-;43.406;-
2001-08-23;1.7118;1.947;1.4072;1.5194;0.5733;34.303;7.4472;15.6466;0.6306;-;7.1071;251.52;89.84;109.65;1165.42;3.6432;0.5669;0.4061;8.112;2.0715;3.8593;27170.0;9.424;1.5993;219.5729;43.255;1341333.0;0.9112;7.62;2.298;110.265;7.3203;1.40627;7.542;7.5729;7950.66;3.4628;46.52;26.7725;40.66;-;42.938;-
2001-08-24;1.718;1.9474;1.4048;1.5193;0.57297;34.217;7.4449;15.6466;0.6317;-;7.1041;251.51;90.31;109.56;1162.18;3.6423;0.5662;0.4063;8.106;2.0806;3.8379;27172.0;9.3873;1.5953;219.8396;43.251;1343000.0;0.9108;7.632;2.303;110.265;7.3172;1.40705;7.5387;7.63;7919.41;3.4611;46.497;26.7548;40.4577;-;42.917;-
2001-08-27;1.7231;1.9477;1.4009;1.5194;0.57274;34.182;7.4443;15.6466;0.6307;-;7.09;252.95;90.21;109.18;1159.88;3.6344;0.5654;0.4059;8.083;2.0761;3.8644;27149.0;9.3829;1.5894;219.6478;43.29;1300000.0;0.909;7.6242;2.3143;110.265;7.3027;1.40972;7.5238;7.6795;7938.81;3.4537;46.488;26.6875;40.2257;-;42.843;-
2001-08-28;1.7162;1.9494;1.3958;1.5166;0.5729;34.188;7.4432;15.6466;0.6281;-;7.0527;254.08;90.03;108.75;1153.76;3.6152;0.5632;0.405;8.068;2.0746;3.8437;27027.0;9.366;1.5834;219.6514;43.358;1272000.0;0.9042;7.588;2.3125;110.265;7.2643;1.41352;7.4841;7.711;8166.3;3.4365;46.303;26.559;40.0672;-;42.631;-
2001-08-29;1.7202;1.9496;1.4053;1.5168;0.5728;34.21;7.4441;15.6466;0.6269;-;7.1149;252.93;90.21;108.94;1164.88;3.6488;0.5659;0.4057;8.068;2.0685;3.8589;27330.0;9.425;1.5927;219.7966;43.384;1267000.0;0.9122;7.6165;2.3332;110.265;7.3283;1.40821;7.5503;7.64;8346.63;3.4664;46.705;26.7859;40.3056;-;42.974;-
2001-08-30;1.7139;1.9492;1.4047;1.5171;0.57264;34.242;7.4435;15.6466;0.6257;-;7.0939;252.4;89.9;108.95;1163.25;3.6382;0.5645;0.4052;8.0485;2.0701;3.8565;27258.0;9.4669;1.5916;219.75;43.375;1253000.0;0.9095;7.6094;2.3142;110.265;7.3067;1.41019;7.5279;7.63;8111.41;3.4556;46.582;26.7713;40.2751;-;42.858;-
2001-08-31;1.7305;1.9504;1.4143;1.5165;0.5729;34.322;7.4465;15.6466;0.6285;-;7.143;253.75;90.15;108.65;1171.31;3.6634;0.5667;0.4063;8.0675;2.0775;3.8712;27509.0;9.5345;1.5939;219.5633;43.409;1255000.0;0.9158;7.6992;2.3179;110.265;7.3573;1.40667;7.5801;7.591;8113.62;3.4789;46.691;26.9395;40.3507;-;43.157;-
2001-09-03;1.7225;1.9475;1.4075;1.5156;0.57303;34.217;7.4444;15.6466;0.6235;-;7.076;251.7;89.62;107.92;1159.4;3.6297;0.5631;0.4047;8.0305;2.076;3.8387;27258.0;9.5099;1.5782;219.624;43.375;1267000.0;0.9072;7.6681;2.3261;110.265;7.2883;1.41479;7.5089;7.6095;8157.06;3.4489;46.252;26.698;39.9708;-;42.793;-
2001-09-04;1.717;1.9462;1.3899;1.5151;0.57307;34.146;7.444;15.6466;0.6197;-;6.9965;252.16;89.28;107.1;1144.57;3.588;0.5589;0.4029;7.963;2.069;3.8183;26969.0;9.5517;1.5657;219.7255;43.341;1280000.0;0.897;7.5828;2.3013;110.265;7.2064;1.42454;7.4245;7.521;8071.68;3.4119;45.925;26.4534;39.6401;-;42.356;-
2001-09-05;1.708;1.9463;1.3874;1.5101;0.57326;34.155;7.4431;15.6466;0.6148;-;6.9349;251.67;88.68;106.93;1135.38;3.5566;0.5562;0.4013;7.9305;2.0617;3.7659;26715.0;9.5165;1.5538;219.8458;43.267;1263000.0;0.8891;7.5352;2.2717;110.265;7.1429;1.43187;7.3591;7.505;8044.92;3.3761;45.489;26.1888;39.4028;-;41.891;-
2001-09-06;1.7002;1.9462;1.3784;1.5115;0.57284;34.112;7.4424;15.6466;0.6109;-;6.9067;252.05;88.8;107.36;1135.5;3.542;0.5545;0.4002;7.949;2.0483;3.7617;26703.0;9.452;1.5517;219.7422;43.233;1240000.0;0.8855;7.549;2.2828;110.265;7.1139;1.4353;7.3293;7.4005;7971.77;3.3659;45.484;26.0907;39.4026;-;41.781;-
2001-09-07;1.7232;1.9463;1.3942;1.5118;0.5728;34.155;7.4426;15.6466;0.6161;-;6.9823;253.11;89.25;108.32;1150.33;3.5808;0.5597;0.4022;7.9775;2.0679;3.7865;27014.0;9.495;1.5697;219.6128;43.22;1253000.0;0.8952;7.5915;2.3123;110.265;7.1918;1.42403;7.4096;7.4301;8187.89;3.4005;45.996;26.3426;39.973;-;42.255;-
2001-09-10;1.7634;1.9464;1.4175;1.5145;0.5732;34.153;7.4418;15.6466;0.6172;-;7.0566;252.99;89.95;109.05;1162.54;3.619;0.5636;0.4033;8.0025;2.1025;3.8007;27277.0;9.5406;1.5823;219.6264;43.228;1290000.0;0.9047;7.7105;2.3348;110.265;7.2683;1.41641;7.4882;7.3898;8211.52;3.4385;46.351;26.6605;40.3745;-;42.827;-
2001-09-11;1.7453;1.9461;1.3984;1.5146;0.5732;34.1;7.4415;15.6466;0.6156;-;6.9917;251.78;89.81;109.3;1161.73;3.5849;0.5604;0.4022;7.947;2.1018;3.784;27083.0;9.4974;1.5732;219.7513;43.29;1285000.0;0.8964;7.661;2.3266;110.265;7.2015;1.42164;7.4195;7.4098;8149.19;3.4067;45.991;26.4221;40.1543;-;42.503;-
2001-09-12;1.7568;1.9462;1.4151;1.503;0.57343;34.191;7.4433;15.6466;0.6176;-;7.0599;256.0;90.16;108.15;1162.82;3.6199;0.5607;0.4035;7.987;2.1212;3.8405;27339.0;9.5769;1.5722;219.6846;43.353;1321000.0;0.9052;7.7866;2.4092;110.265;7.2717;1.41731;7.4923;7.504;8197.03;3.4457;46.426;26.7287;40.2643;-;42.898;-
2001-09-13;1.7607;1.9463;1.4158;1.504;0.57303;34.123;7.4437;15.6466;0.6169;-;7.0666;255.97;90.44;107.88;1168.97;3.6232;0.5608;0.4035;7.999;2.134;3.8497;27386.0;9.5832;1.5764;219.7971;43.377;1336000.0;0.906;7.822;2.4349;110.265;7.2786;1.41644;7.499;7.5495;8247.78;3.4432;46.469;26.7128;40.1312;-;43.076;-
2001-09-14;1.7844;1.9468;1.4483;1.4984;0.5727;34.157;7.4439;15.6466;0.6247;-;7.1907;255.3;90.86;108.33;1197.09;3.6868;0.5704;0.4065;8.028;2.1862;3.904;27870.0;9.5911;1.5979;219.6565;43.505;1373000.0;0.9219;7.958;2.491;110.265;7.4064;1.39902;7.6306;7.5724;8402.61;3.5049;47.321;27.1881;40.7541;-;44.116;-
2001-09-17;1.848;1.9468;1.4555;1.488;0.57274;34.27;7.4423;15.6466;0.6304;-;7.2296;257.74;91.8;108.61;1203.86;3.7069;0.5703;0.4079;8.0655;2.2537;3.933;28020.0;9.7095;1.6061;219.7479;43.795;1435000.0;0.9269;8.0325;2.4906;110.265;7.4465;1.39922;7.672;7.565;8638.74;3.5241;47.543;27.3189;40.7685;-;44.376;-
2001-09-18;1.8652;1.9465;1.4535;1.4788;0.57277;34.33;7.4423;15.6466;0.6304;-;7.2194;257.33;92.09;108.5;1200.73;3.7013;0.5705;0.4078;7.9935;2.2565;3.9218;28015.0;9.7209;1.6067;219.8221;43.855;1385000.0;0.9256;8.032;2.4679;110.265;7.436;1.39856;7.6612;7.58;8856.41;3.5148;47.543;27.2453;40.8551;-;44.398;-
2001-09-19;1.8837;1.9467;1.455;1.4835;0.57293;34.273;7.4423;15.6466;0.6323;-;7.2208;258.15;92.31;108.84;1200.3;3.7024;0.571;0.408;7.967;2.2582;3.9097;28015.0;9.7215;1.6118;219.8358;43.76;1383000.0;0.9258;8.007;2.4944;110.265;7.4374;1.3988;7.6628;7.5615;8889.91;3.5171;47.564;27.2667;40.8538;-;44.44;-
2001-09-20;1.8748;1.9467;1.4524;1.4735;0.5731;34.245;7.4436;15.6466;0.632;-;7.2215;258.27;92.56;108.15;1202.47;3.7027;0.5702;0.408;7.9315;2.2505;3.8745;28038.0;9.7783;1.6083;219.8592;43.768;1405000.0;0.9259;8.0438;2.5097;110.265;7.4381;1.39815;7.6637;7.57;8740.41;3.5166;47.473;27.2438;40.8472;-;44.406;-
2001-09-21;1.9;1.9467;1.4385;1.4464;0.57339;34.277;7.4394;15.6466;0.6301;-;7.1759;260.65;92.3;107.18;1205.2;3.6791;0.5667;0.4071;7.929;2.2825;3.8243;27877.0;9.9631;1.6022;219.9148;43.738;1409000.0;0.92;8.0788;2.5479;110.265;7.3912;1.40478;7.6148;7.5616;8658.04;3.4945;47.13;27.0615;40.6188;-;44.136;-
2001-09-24;1.8626;1.9465;1.4372;1.4602;0.57356;34.235;7.4378;15.6466;0.6266;-;7.1477;260.95;92.72;107.47;1191.32;3.6647;0.5656;0.4061;7.979;2.2551;3.843;27807.0;9.9185;1.6124;220.1875;43.845;1431000.0;0.9164;7.9982;2.5941;110.265;7.3621;1.40725;7.585;7.55;8668.82;3.4846;46.95;26.9967;40.6898;-;43.929;-
2001-09-25;1.861;1.9462;1.4382;1.46;0.57376;34.16;7.4382;15.6466;0.6275;-;7.1569;259.83;93.17;107.53;1195.63;3.6683;0.5663;0.4064;8.045;2.2503;3.8758;27848.0;9.8338;1.6232;220.185;43.865;1423000.0;0.9176;8.0545;2.4628;110.265;7.3716;1.40712;7.595;7.551;8737.08;3.4884;47.048;27.0177;40.7868;-;43.936;-
2001-09-26;1.8575;1.947;1.4475;1.4795;0.57395;34.005;7.4362;15.6466;0.6255;-;7.1904;258.28;93.23;108.62;1198.47;3.6853;0.5685;0.4066;8.051;2.254;3.8853;27995.0;9.92;1.6287;219.9884;43.812;1424000.0;0.9219;8.142;2.5085;110.265;7.4061;1.40307;7.6306;7.574;8878.18;3.5016;47.317;27.1128;40.8295;-;44.101;-
2001-09-27;1.895;1.9488;1.4478;1.4811;0.57415;33.917;7.4364;15.6466;0.6244;-;7.1794;257.55;93.72;109.75;1198.49;3.6797;0.5689;0.4063;8.085;2.2925;3.8592;28013.0;9.8752;1.6256;219.9856;43.647;1425000.0;0.9205;8.281;2.5203;110.265;7.3948;1.40185;7.619;7.585;8902.09;3.4973;47.26;27.1062;40.882;-;44.048;-
2001-09-28;1.842;1.9475;1.4418;1.4761;0.57435;33.912;7.4367;15.6466;0.622;-;7.1217;257.35;92.39;109.02;1190.68;3.6508;0.5654;0.4052;8.11;2.2395;3.8598;27876.0;9.7321;1.6123;220.0282;43.622;1395000.0;0.9131;8.2217;2.4375;110.265;7.3354;1.41168;7.5577;7.56;8874.74;3.4749;46.957;26.9397;40.6291;-;43.757;-
2001-10-01;1.8536;1.9469;1.4407;1.4799;0.57445;33.81;7.4362;15.6466;0.6174;-;7.1161;257.27;91.48;109.2;1189.9;3.6491;0.5645;0.4044;8.0855;2.2462;3.8535;27910.0;9.7331;1.6126;220.1527;43.598;1413000.0;0.9125;8.2022;2.4376;110.265;7.3296;1.40931;7.5528;7.551;9168.12;3.4666;46.89;26.8726;40.6225;-;43.779;-
2001-10-02;1.8622;1.9471;1.443;1.4803;0.57438;33.609;7.4352;15.6466;0.6208;-;7.1663;257.98;92.54;110.73;1214.79;3.674;0.5677;0.4056;8.089;2.2678;3.8697;28168.0;9.7785;1.6326;220.1556;43.47;1440000.0;0.9189;8.4217;2.4792;110.265;7.3813;1.39983;7.6057;7.525;9233.45;3.4911;47.428;27.0921;41.0406;-;44.082;-
2001-10-03;1.8463;1.9476;1.4431;1.4844;0.57428;33.632;7.4352;15.6466;0.6245;-;7.1823;257.27;92.96;111.54;1214.21;3.6827;0.5692;0.4064;8.0835;2.2594;3.8608;28157.0;9.7392;1.6391;220.1347;43.495;1454000.0;0.9209;8.5598;2.4913;110.265;7.3978;1.39725;7.6223;7.499;9120.03;3.4989;47.506;27.1575;41.2681;-;44.118;-
2001-10-04;1.8306;1.9477;1.4283;1.4856;0.57461;33.678;7.4347;15.6466;0.6192;-;7.1107;257.32;92.62;109.95;1191.59;3.6452;0.5645;0.4045;8.0605;2.2294;3.82;27970.0;9.6897;1.6213;220.1251;43.52;1460000.0;0.9117;8.529;2.4926;110.265;7.324;1.41004;7.5461;7.505;8874.28;3.4632;46.98;26.9122;40.6827;-;43.736;-
2001-10-05;1.8093;1.9481;1.4382;1.4874;0.57455;33.678;7.4349;15.6466;0.6204;-;7.1554;256.98;93.98;110.31;1199.04;3.6672;0.5653;0.4054;8.07;2.2022;3.8054;28133.0;9.7341;1.6405;220.1586;43.552;1487000.0;0.9174;8.5231;-;-;-;1.40345;7.5933;7.504;9046.71;3.4848;47.279;27.0686;41.0197;-;44.018;-
2001-10-08;1.817;1.9486;1.44;1.4762;0.57455;33.75;7.4342;15.6466;0.6251;-;7.1866;259.04;94.0;110.35;1202.43;3.684;0.5668;0.4065;8.06;2.2144;3.85;28253.0;9.7397;1.6533;220.1438;43.718;1502000.0;0.9214;8.602;2.5808;110.265;7.4022;1.39978;7.6264;7.494;9366.28;3.5023;47.557;27.2002;41.2715;-;44.359;-
2001-10-09;1.8247;1.9486;1.4335;1.4814;0.57415;33.643;7.4352;15.6466;0.6257;-;7.1703;256.78;94.09;110.61;1196.93;3.6756;0.5656;0.4064;8.0235;2.2187;3.828;28253.0;9.6785;1.6588;220.1935;43.699;1505000.0;0.9193;8.5155;2.5419;110.265;7.3854;1.40193;7.609;7.4945;9237.47;3.4927;47.589;27.1407;41.1871;-;44.23;-
2001-10-10;1.8189;1.9472;1.4306;1.4826;0.57418;33.605;7.4354;15.6466;0.6286;-;7.1259;255.95;93.59;109.63;1195.9;3.6535;0.5635;0.4061;7.996;2.2041;3.7952;28075.0;9.6509;1.6547;220.1867;43.608;1489000.0;0.9136;8.465;2.5398;110.265;7.3397;1.40436;7.5619;7.475;9122.3;3.4717;47.316;26.9896;40.8334;-;43.899;-
2001-10-11;1.8133;1.9466;1.4196;1.4852;0.57395;33.557;7.4368;15.6466;0.6252;-;7.0681;254.92;91.37;109.55;1180.78;3.6239;0.561;0.4047;7.972;2.1968;3.7292;27893.0;9.5635;1.6497;220.1957;43.563;1462000.0;0.9062;8.318;2.5079;110.265;7.2801;1.4118;7.5006;7.465;9010.83;3.4457;46.924;26.7854;40.6224;-;43.56;-
2001-10-12;1.809;1.9468;1.4114;1.4825;0.57418;33.527;7.4369;15.6466;0.6248;-;7.0512;255.63;90.76;109.65;1169.78;3.6151;0.5604;0.4044;7.9555;2.1849;3.743;27818.0;9.521;1.642;220.3415;43.428;1441000.0;0.904;8.2797;2.514;110.265;7.2627;1.41313;7.4824;7.425;9015.38;3.4361;46.84;26.6935;40.4652;-;43.427;-
2001-10-15;1.7702;1.947;1.4205;1.4776;0.57422;33.46;7.4377;15.6466;0.6273;-;7.0956;255.27;91.33;109.8;1176.24;3.6372;0.5623;0.4055;7.9735;2.1603;3.7338;28017.0;9.5033;1.647;220.2458;43.479;1462000.0;0.9097;8.208;2.534;110.265;7.3085;1.40894;7.5296;7.425;9065.66;3.4571;47.148;26.8549;40.5339;-;43.686;-
2001-10-16;1.7641;1.946;1.411;1.4809;0.57438;33.45;7.4368;15.6466;0.6262;-;7.0605;254.06;91.83;110.05;1174.5;3.6193;0.5612;0.4048;7.9705;2.1576;3.6955;27857.0;9.4865;1.6474;220.1825;43.528;1474000.0;0.9052;8.3138;2.4938;110.265;7.2723;1.4105;7.4923;7.424;9053.51;3.4403;46.852;26.7477;40.3832;-;43.457;-
2001-10-17;1.7628;1.9462;1.4121;1.484;0.57438;33.47;7.4365;15.6466;0.6241;-;7.0372;254.25;92.46;109.75;1170.6;3.6073;0.5599;0.4042;7.9495;2.1504;3.698;27773.0;9.4515;1.6396;220.1246;43.52;1473000.0;0.9022;8.3643;2.4544;110.265;7.2483;1.41502;7.4675;7.43;9032.78;3.4278;46.681;26.6685;40.3803;-;43.299;-
