Taxas de câmbio de referência do Euro e Direito de Saque Especial ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Última atualização: (ver última linha);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notas:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1-Para uma correta leitura deste ficheiro o separador de casas decimais deve ser o ponto (.) e o separador de listas (colunas) deve ser o ponto e virgula (;)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2-A utilização destes valores deve ser complementada com a leitura das notas constantes nas páginas de Internet correspondentes em www.bportugal.pt.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Período (Dias Úteis);Dólar australiano;Lev da Bulgária;Dólar canadiano;Franco suíço;Libra de Chipre;Coroa checa;Coroa dinamarquesa;Coroa Estónia;Libra esterlina;Dracma grega;Dólar de Hong Kong;Forint húngaro;Coroa islandesa;Iene japonês ;Won da Coreia do Sul ;Litas da Lituana ;Lats da Letão ;Lira maltesa ;Coroa norueguesa ;Dólar da Nova Zelândia ;Zloti polaco ;Novo Leu da Roménia ;Coroa sueca ;Dólar de Singapura ;Tolar esloveno ;Coroa eslovaca ;Nova Lira turca ;Dólar dos Estados Unidos ;Rand da África do Sul ;Real do Brasil ;Escudo de Cabo Verde ;Pataca de Macau ;Direito de Saque Especial ;Yuan renmimbi da China ;Kuna Croata ;Rupia indonésia ;Ringgit da Malásia ;Peso filipino ;Rublo russo ;Baht da Tailândia ;Peso Mexicano ;Rupia indiana ;Shequel de Israel 
1999-01-04;1.91;-;1.8004;1.6168;0.58231;35.107;7.4501;15.6466;0.7111;327.15;9.1332;251.48;81.48;133.73;1398.59;4.717;0.6668;0.4432;8.855;2.2229;4.0712;13111.0;9.4696;1.9554;189.045;42.991;372274.0;1.1789;6.9358;1.4238;110.265;9.4067;1.19679;-;-;9433.61;4.4798;45.51;25.2875;42.6799;-;-;-
1999-01-05;1.8944;-;1.7965;1.6123;0.5823;34.917;7.4495;15.6466;0.7122;324.7;9.1341;250.8;81.53;130.96;1373.01;4.7174;0.6657;0.4432;8.7745;2.2011;4.0245;13168.0;9.4025;1.9655;188.775;42.848;372816.0;1.179;6.7975;1.4242;110.265;9.4077;1.20125;-;-;9314.51;4.4805;44.745;26.5876;42.5048;-;-;-
1999-01-06;1.882;-;1.7711;1.6116;0.582;34.85;7.4452;15.6466;0.7076;324.72;9.101;250.67;81.54;131.42;1359.54;4.6994;0.6649;0.442;8.7335;2.189;4.0065;13168.0;9.305;1.9699;188.7;42.778;372188.0;1.1743;6.7307;1.4204;110.265;9.3712;1.20388;-;-;9337.68;4.4637;44.872;27.4315;42.6949;-;-;-
1999-01-07;1.8474;-;1.7602;1.6165;0.58187;34.886;7.4431;15.6466;0.70585;324.4;9.0131;250.09;81.06;129.43;1337.16;4.6548;0.6627;0.4413;8.6295;2.1531;4.0165;13092.0;9.18;1.9436;188.8;42.765;370147.0;1.1632;6.8283;1.4074;110.265;9.2831;1.21273;-;-;9218.77;4.4203;44.436;26.9876;42.1678;-;-;-
1999-01-08;1.8406;-;1.7643;1.6138;0.58187;34.938;7.4433;15.6466;0.7094;324.0;9.0302;250.15;80.99;130.09;1366.73;4.6643;0.6654;0.4419;8.59;2.1557;4.0363;13143.0;9.165;1.9537;188.84;42.56;371830.0;1.1659;6.7855;1.4107;110.265;9.3043;1.20736;-;-;9321.63;4.4295;44.295;27.2075;42.559;-;-;-
1999-01-11;1.8134;-;1.7463;1.6104;0.58167;35.173;7.4433;15.6466;0.7044;323.4;8.9655;249.7;80.55;126.33;1356.7;4.6296;0.6586;0.4405;8.5585;2.1257;4.032;12980.0;9.0985;1.9358;188.9655;42.509;372471.0;1.1569;6.791;1.4005;110.265;9.2329;1.22081;-;-;9255.61;4.397;43.565;27.0148;41.9568;-;-;-
1999-01-12;1.809;-;1.7392;1.6072;0.5814;35.25;7.443;15.6466;0.7066;323.8;8.9246;249.2;80.59;129.63;1353.43;4.6088;0.6601;0.4403;8.61;2.121;4.033;12912.0;9.0955;1.9343;189.5352;42.49;372105.0;1.152;6.9581;1.3951;110.265;9.1934;1.21455;-;-;9301.2;4.377;43.656;26.6366;41.985;-;-;-
1999-01-13;1.862;-;1.8123;1.5931;0.5819;36.113;7.4432;15.6466;0.7084;325.65;9.1008;255.01;81.24;131.89;1377.93;4.6986;0.6676;0.4435;8.747;2.1744;4.2033;13149.0;9.14;1.9815;191.2016;42.794;376350.0;1.1744;7.2543;1.5443;110.265;9.3698;1.20017;-;-;10215.59;4.4634;45.573;26.4489;43.4924;-;-;-
1999-01-14;1.8353;-;1.7707;1.5934;0.5819;35.698;7.4437;15.6466;0.7062;325.0;9.0288;253.84;80.93;132.74;1382.23;4.6636;0.6659;0.4414;8.7245;2.157;4.1335;13134.0;9.135;1.9615;188.9441;42.757;375101.0;1.1653;7.1316;1.5295;110.265;9.2984;1.20494;-;-;10081.16;4.4286;44.87;26.5723;43.122;-;-;-
1999-01-15;1.8388;-;1.7797;1.5984;0.58187;35.86;7.4441;15.6466;0.7039;324.95;9.0102;253.34;80.7;131.74;1375.76;4.6516;0.6617;0.4421;8.715;2.1582;4.2;13164.0;9.157;1.957;187.1333;42.738;374193.0;1.1626;7.2197;1.7148;110.265;9.2784;1.21045;-;-;10414.7;4.4172;44.987;26.5662;43.4042;-;-;-
1999-01-18;1.8292;-;1.7717;1.6004;0.58163;35.615;7.4431;15.6466;0.7013;323.5;8.9944;250.78;80.62;132.9;1371.26;4.6457;0.6625;0.4413;8.6575;2.1671;4.0667;13263.0;9.093;1.9549;189.3639;42.72;382036.0;1.1612;6.9596;1.7592;110.265;9.2675;1.2059;-;-;9809.19;4.4112;44.403;27.2075;42.3188;-;-;-
1999-01-19;1.8295;-;1.7739;1.6001;0.58176;35.745;7.438;15.6466;0.7;323.45;8.9944;250.64;80.52;132.14;1364.47;4.646;0.661;0.4412;8.63;2.1614;4.0973;13335.0;9.0045;1.9521;189.4432;42.737;382052.0;1.1616;7.0161;1.8121;110.265;9.2695;1.209;-;-;9955.16;4.4056;44.521;26.7599;42.3747;-;-;-
1999-01-20;1.8064;-;1.7626;1.6024;0.58166;35.773;7.4378;15.6466;0.7014;322.55;8.9605;249.99;80.49;131.59;1349.24;4.6285;0.6591;0.4405;8.6;2.1499;4.0847;13274.0;8.9645;1.9398;189.0666;42.667;380440.0;1.1575;6.945;1.8289;110.265;9.238;1.21133;-;-;9802.62;4.3884;44.346;26.8922;42.16;-;-;-
1999-01-21;1.8171;-;1.7529;1.603;0.58163;36.06;7.4385;15.6466;0.7023;322.75;8.9647;250.17;80.32;130.34;1356.82;4.6298;0.6595;0.4403;8.605;2.1489;4.1277;13282.0;8.943;1.9368;188.9975;42.827;380335.0;1.1572;6.9797;1.8689;110.265;9.2352;1.21256;-;-;10008.5;4.3966;44.14;26.6122;42.1745;-;-;-
1999-01-22;1.8225;-;1.7515;1.5983;0.58173;36.287;7.4372;15.6466;0.7005;322.65;8.9738;250.16;80.44;131.88;1365.8;4.6326;0.6603;0.44;8.6225;2.1519;4.1587;13285.0;9.011;1.9461;188.4587;42.906;378192.0;1.1567;7.03;1.9953;110.265;9.2322;1.21171;-;-;10303.55;4.3935;44.687;27.0034;42.6613;-;-;-
1999-01-25;1.8317;-;1.762;1.5966;0.58167;36.211;7.4367;15.6466;0.6989;322.05;8.9765;250.47;80.27;132.09;1366.16;4.6345;0.6604;0.4412;8.6125;2.1659;4.1607;13318.0;8.94;1.9557;188.7438;42.943;380138.0;1.1584;7.0241;2.0562;110.265;9.2469;1.20969;-;-;10829.65;4.4014;44.883;26.8714;42.6816;-;-;-
1999-01-26;1.8391;-;1.7609;1.6022;0.58189;36.615;7.436;15.6466;0.6976;322.05;8.9808;250.69;80.04;131.81;1360.47;4.6305;0.6621;0.4399;8.6125;2.1669;4.1837;13328.0;8.921;1.9512;189.5821;42.935;380468.0;1.1582;6.9955;2.2411;110.265;9.2448;1.21136;-;-;10618.7;4.3979;44.5;26.6191;42.4632;-;-;-
1999-01-27;1.8313;-;1.7526;1.6082;0.58146;36.464;7.4358;15.6466;0.6968;321.85;8.935;250.08;79.88;131.91;1354.55;4.6137;0.6607;0.4411;8.5985;2.1594;4.1588;13302.0;8.882;1.9446;189.7167;42.893;379757.0;1.1529;6.9666;2.1732;110.265;9.2012;1.21363;-;-;10579.24;4.3758;44.566;26.5778;42.3458;-;-;-
1999-01-28;1.8262;-;1.7374;1.6129;0.58122;36.432;7.4359;15.6466;0.6928;321.6;8.8428;249.34;79.68;132.25;1341.07;4.5658;0.6572;0.4376;8.57;2.1365;4.1381;13199.0;8.865;1.929;189.64;42.713;378453.0;1.141;6.9145;2.2021;110.265;9.1068;1.22012;-;-;10440.63;4.3357;44.098;26.1643;42.1618;-;-;-
1999-01-29;1.8087;-;1.726;1.6123;0.58112;36.827;7.4359;15.6466;0.691;320.98;8.8192;249.24;79.59;132.1;1337.33;4.5543;0.6551;0.4371;8.5785;2.1107;4.161;13280.0;8.88;1.9233;188.5;42.726;377866.0;1.1384;6.8804;2.2654;110.265;9.0857;1.22081;-;-;10158.0;4.3249;43.819;26.3482;42.0319;-;-;-
1999-02-01;1.7882;-;1.7123;1.6089;0.58109;37.142;7.4363;15.6466;0.6904;321.1;8.7839;248.97;79.66;130.88;1331.58;4.5355;0.6523;0.4366;8.5395;2.0861;4.236;13407.0;8.86;1.9169;189.4727;42.883;379647.0;1.1338;6.8425;2.2393;110.265;9.0491;1.22646;-;-;10089.07;4.3018;43.699;26.2429;41.6939;-;-;-
1999-02-02;1.7741;-;1.7079;1.6002;0.58086;37.395;7.4368;15.6466;0.6888;320.78;8.7849;248.99;79.5;127.7;1326.43;4.5359;0.6506;0.4364;8.5845;2.076;4.2296;13596.0;8.8775;1.9114;190.8753;42.704;380186.0;1.1337;6.8135;2.052;110.265;9.0489;1.2287;-;-;9975.71;4.3081;43.704;26.4356;41.6032;-;-;-
1999-02-03;1.7609;-;1.7151;1.5975;0.58092;37.168;7.4372;15.6466;0.6925;321.1;8.7874;249.0;79.6;126.86;1327.18;4.5373;0.65;0.4369;8.625;2.0566;4.2014;13660.0;8.915;1.9132;190.4761;42.469;380242.0;1.1337;6.8135;1.9953;110.265;9.0509;1.23045;-;-;9554.39;4.3094;43.61;26.5368;41.597;-;-;-
1999-02-04;1.7541;-;1.6951;1.6017;0.58072;37.158;7.4362;15.6466;0.6894;321.55;8.7296;248.77;79.32;127.65;1318.51;4.5079;0.6449;0.4359;8.6425;2.0461;4.1512;13655.0;8.899;1.9009;190.4237;42.419;380233.0;1.1263;6.7922;2.0555;110.265;8.9894;1.23422;-;-;9771.98;4.2806;43.481;26.1337;41.3915;-;-;-
1999-02-05;1.7294;-;1.6765;1.6012;0.58089;37.365;7.4358;15.6466;0.6885;321.95;8.752;248.91;79.44;127.95;1321.34;4.5189;0.6451;0.436;8.6725;2.0431;4.1753;13819.0;8.872;1.907;190.2791;42.458;382365.0;1.1292;6.8119;2.0551;110.265;9.0127;1.23442;-;-;9880.95;4.2912;43.589;26.2495;41.5339;-;-;-
1999-02-08;1.723;-;1.6725;1.6018;0.5808;37.71;7.4355;15.6466;0.6888;322.25;8.7144;248.64;79.35;127.82;1322.19;4.4977;0.6436;0.4356;8.62;2.0149;4.1958;13718.0;8.857;1.9002;190.3325;42.557;382257.0;1.1246;6.6959;2.0918;110.265;8.9744;1.23535;-;-;10008.5;4.2734;44.308;25.9603;41.5297;-;-;-
1999-02-09;1.7548;-;1.6944;1.5999;0.58089;38.358;7.4356;15.6466;0.6911;322.55;8.7841;249.75;79.58;129.91;1332.26;4.5329;0.6509;0.4374;8.6505;2.0411;4.256;13724.0;8.907;1.9182;190.6592;42.69;384410.0;1.1333;6.899;2.2099;110.265;9.0454;1.22607;-;-;9916.83;4.3068;44.824;26.0048;42.0247;-;-;-
1999-02-10;1.7569;-;1.6945;1.5963;0.58092;38.135;7.4347;15.6466;0.6954;322.0;8.7883;251.05;79.65;130.73;1335.81;4.5367;0.6539;0.4378;8.6425;2.0549;4.2448;13773.0;8.933;1.9202;191.454;42.707;385237.0;1.1342;6.9361;2.1493;110.265;9.0514;1.2242;-;-;9756.28;4.3102;44.293;25.9222;42.0541;-;-;-
1999-02-11;1.7427;-;1.685;1.5966;0.58088;37.94;7.4347;15.6466;0.6975;322.1;8.7701;249.64;79.7;129.35;1329.97;4.5277;0.6498;0.4375;8.6435;2.0481;4.252;13848.0;8.919;1.9104;190.1997;42.826;384852.0;1.1312;6.8575;2.138;110.265;9.0289;1.22816;-;-;9844.5;4.3007;43.601;26.0993;41.7825;-;-;-
1999-02-12;1.7459;-;1.6752;1.5992;0.58065;37.86;7.4347;15.6466;0.6917;321.9;8.7163;249.32;79.61;128.92;1322.2;4.5011;0.647;0.436;8.6075;2.055;4.2302;13664.0;8.9305;1.9037;190.4383;42.997;386971.0;1.1244;6.856;2.1532;110.265;8.9749;1.23292;-;-;9841.58;4.274;43.303;26.0043;41.5315;-;-;-
1999-02-15;1.7353;-;1.6781;1.595;0.58072;38.197;7.4348;15.6466;0.6895;321.9;8.7086;249.66;79.51;129.31;1320.91;4.496;0.6466;0.4357;8.593;2.0531;4.2612;13663.0;8.8815;1.8973;189.5612;42.931;386261.0;1.1238;6.8819;2.1296;110.265;8.9695;1.23389;-;-;9663.4;4.2643;43.429;26.0406;41.2717;-;-;-
1999-02-16;1.7467;-;1.6807;1.5975;0.58052;38.23;7.4347;15.6466;0.6854;322.4;8.6603;249.56;79.68;131.82;1313.13;4.4716;0.6458;0.4377;8.6205;2.0854;4.2747;13694.0;8.853;1.8976;190.3482;42.946;385622.0;1.1176;6.9198;-;-;-;1.23332;-;-;9778.57;4.2411;43.026;25.8545;41.2432;-;-;-
1999-02-17;1.7751;-;1.688;1.5973;0.58065;37.97;7.4351;15.6466;0.6873;322.0;8.7223;251.09;79.92;133.48;1323.11;4.5058;0.6492;0.4355;8.6955;2.092;4.279;13794.0;8.907;1.9117;190.153;42.964;388150.0;1.1253;6.8981;2.1381;110.265;8.9804;1.22601;-;-;9852.95;4.2734;43.578;26.0794;41.6076;-;-;-
1999-02-18;1.7687;-;1.676;1.5982;0.58069;37.993;7.4348;15.6466;0.6871;321.85;8.702;252.06;79.93;134.4;1327.45;4.4942;0.6491;0.4361;8.7385;2.0842;4.284;13857.0;8.9275;1.9099;189.7714;43.073;388138.0;1.1232;6.9526;2.1453;110.265;8.9635;1.22537;-;-;9911.38;4.268;43.466;25.9279;41.6109;-;-;-
1999-02-19;1.7502;-;1.6616;1.5982;0.58048;37.773;7.4346;15.6466;0.6838;322.1;8.6551;251.88;79.75;133.97;1345.43;4.4682;0.6467;0.434;8.7075;2.0562;4.2589;13826.0;8.911;1.9067;189.7336;43.626;388772.0;1.1163;6.9573;2.1433;110.265;8.9092;1.23024;-;-;9854.45;4.239;43.451;25.8225;41.8521;-;-;-
1999-02-22;1.7237;-;1.6351;1.5986;0.58;37.873;7.4345;15.6466;0.6789;322.05;8.5185;250.12;79.57;133.61;1337.48;4.3997;0.6397;0.4319;8.6885;2.0397;4.2608;13680.0;8.9075;1.8845;189.4169;43.888;386147.0;1.0992;6.851;2.105;110.265;8.7729;1.23841;-;-;9785.12;4.1779;43.126;25.2379;41.4548;-;-;-
1999-02-23;1.7145;-;1.6423;1.5954;0.57988;37.847;7.4344;15.6466;0.6796;323.1;8.482;249.9;79.36;133.14;1326.17;4.3804;0.6387;0.4334;8.6745;2.039;4.2408;13798.0;8.9085;1.8853;190.0579;43.846;385700.0;1.0969;6.8315;2.1773;110.265;8.7543;1.2423;-;-;9687.67;4.1596;42.692;25.1113;41.1041;-;-;-
1999-02-24;1.7465;-;1.6582;1.594;0.57991;37.992;7.4345;15.6466;0.6883;322.35;8.5495;252.23;79.54;133.86;1343.45;4.4158;0.6441;0.4311;8.654;2.0768;4.2813;14068.0;8.9115;1.9046;190.3167;43.96;388056.0;1.1037;6.7871;2.2184;110.265;8.8032;1.23405;-;-;9710.38;4.193;43.09;25.407;41.4346;-;-;-
1999-02-25;1.7566;-;1.6543;1.5905;0.58001;37.994;7.4346;15.6466;0.6888;322.65;8.5466;252.56;79.49;132.87;1350.69;4.416;0.6451;0.4339;8.6965;2.0902;4.3051;14169.0;8.974;1.9063;190.2926;43.92;388487.0;1.1031;6.8254;2.2283;110.265;8.8038;1.23687;-;-;9752.19;4.1933;43.018;25.4081;41.4089;-;-;-
1999-02-26;1.7819;-;1.6684;1.589;0.58001;37.908;7.4344;15.6466;0.6873;321.95;8.5382;253.91;79.55;131.33;1348.55;4.4108;0.6432;0.4331;8.6965;2.1071;4.3482;14075.0;9.0025;1.8965;190.4698;43.958;388147.0;1.1018;6.8064;2.2587;110.265;8.7928;1.23939;-;-;9726.93;4.1876;42.923;25.4829;41.1286;-;-;-
1999-03-01;1.7766;-;1.6579;1.593;0.57991;37.57;7.4347;15.6466;0.6829;321.75;8.5139;254.53;79.16;131.13;1340.17;4.3975;0.6413;0.4324;8.6475;2.0936;4.3074;14079.0;9.0005;1.8943;190.3652;43.843;390183.0;1.0986;6.7716;2.1917;110.265;8.7664;1.24322;-;-;9738.13;4.176;42.805;25.3933;40.9578;-;-;-
1999-03-02;1.7492;-;1.6605;1.5912;0.57954;37.583;7.4345;15.6466;0.6764;322.15;8.4354;252.14;78.93;131.37;1333.01;4.3568;0.6372;0.4306;8.652;2.06;4.321;14117.0;8.985;1.8879;190.2429;43.728;388646.0;1.0887;6.7916;2.2863;110.265;8.6881;1.2642;-;-;9652.66;4.1373;42.461;25.2723;40.8663;-;-;-
1999-03-03;1.7454;-;1.6615;1.5926;0.57968;37.551;7.4345;15.6466;0.6723;321.6;8.4416;254.02;78.87;132.18;1339.26;4.3598;0.6373;0.4299;8.6475;2.0567;4.337;14316.0;8.99;1.8907;190.22;43.646;389288.0;1.0899;6.7883;2.3433;110.265;8.6988;1.24775;-;-;9660.64;4.1399;42.543;25.3694;41.0073;-;-;-
1999-03-04;1.7494;-;1.6609;1.5883;0.57951;37.518;7.4344;15.6466;0.6759;321.9;8.4176;254.62;78.96;133.92;1346.04;4.3455;0.6383;0.4305;8.6155;2.067;4.3093;14559.0;8.96;1.8855;190.33;43.57;388976.0;1.0866;6.7798;2.2873;110.265;8.6729;1.24581;-;-;9664.97;4.1285;42.589;25.4276;40.9675;-;-;-
1999-03-05;1.7329;-;1.6489;1.5912;0.57944;37.283;7.4324;15.6466;0.6737;321.95;8.3959;253.16;78.77;133.19;1345.31;4.3347;0.6372;0.4311;8.58;2.0498;4.249;14506.0;8.9355;1.8727;190.5755;43.874;389948.0;1.0834;6.7342;2.1668;110.265;8.6475;1.25459;-;-;9490.6;4.1169;42.361;25.3326;40.6113;-;-;-
1999-03-08;1.7348;-;1.6527;1.5933;0.57968;37.603;7.4322;15.6466;0.6776;321.9;8.449;250.51;78.8;132.77;1349.46;4.3572;0.6389;0.4282;8.5785;2.0413;4.2568;14160.0;8.948;1.8821;190.2453;43.94;391539.0;1.0908;6.7119;2.1325;110.265;8.7057;1.24568;-;-;9759.54;4.1388;42.368;25.5166;40.5048;-;-;-
1999-03-09;1.7125;-;1.6447;1.5931;0.57954;37.967;7.4329;15.6466;0.6754;321.65;8.4209;250.34;78.69;132.45;1342.52;4.3476;0.6387;0.4311;8.5605;2.0354;4.2702;14573.0;8.938;1.8817;189.8259;44.554;391883.0;1.0863;6.678;2.0748;110.265;8.67;1.24894;-;-;9753.61;4.1297;42.438;25.3974;40.6716;-;-;-
1999-03-10;1.7237;-;1.6607;1.6014;0.57981;37.94;7.433;15.6466;0.6746;321.3;8.4851;252.83;78.76;131.74;1350.15;4.3809;0.6416;0.4318;8.5435;2.0461;4.3142;14830.0;8.8925;1.895;191.3634;44.38;393857.0;1.0953;6.7498;2.0373;110.265;8.7416;1.24523;-;-;9937.59;4.1557;42.707;25.5585;41.0097;-;-;-
1999-03-11;1.7144;-;1.6586;1.5972;0.57964;37.833;7.4327;15.6466;0.6694;321.6;8.4418;252.87;78.35;131.0;1339.97;4.3582;0.6393;0.4322;8.501;2.0368;4.305;14951.0;8.831;1.8912;190.139;44.47;393263.0;1.0891;6.7279;2.0312;110.265;8.6927;1.25051;-;-;10308.46;4.1397;42.487;25.4784;40.9615;-;-;-
1999-03-12;1.7247;-;1.6658;1.5975;0.57971;37.99;7.4327;15.6466;0.6686;321.55;8.4693;253.34;78.59;130.8;1348.53;4.3737;0.6394;0.4301;8.5285;2.0522;4.2995;14818.0;8.8615;1.8949;190.3535;44.854;395735.0;1.0932;6.7314;2.0825;110.265;8.7253;1.24959;-;-;10057.92;4.1539;42.631;25.6914;40.8548;-;-;-
1999-03-15;1.7325;-;1.6712;1.601;0.57978;37.85;7.4325;15.6466;0.6739;321.4;8.4867;253.46;78.65;128.85;1347.46;4.3791;0.6397;0.4302;8.5275;2.0483;4.3103;15212.0;8.8785;1.8767;190.8855;44.658;396700.0;1.0949;6.8106;2.0858;110.265;8.7394;1.25016;-;-;9579.95;4.1612;42.543;25.7884;40.8325;-;-;-
1999-03-16;1.7365;-;1.6658;1.5995;0.57951;38.05;7.4322;15.6466;0.6703;321.3;8.4414;253.66;78.45;128.65;1335.97;4.3562;0.6395;0.4329;8.5515;2.0613;4.3107;15931.0;8.969;1.8773;190.393;44.25;396161.0;1.0901;6.8185;2.0167;110.265;8.7015;1.25176;-;-;9584.1;4.1392;42.317;25.5558;40.5145;-;-;-
1999-03-17;1.7502;-;1.6685;1.5987;0.57984;37.96;7.4317;15.6466;0.6744;321.18;8.4973;253.81;78.77;130.18;1345.41;4.3864;0.6445;0.4312;8.54;2.0842;4.307;17825.0;8.978;1.8918;189.9264;44.546;398135.0;1.0966;6.8592;2.0506;110.265;8.7534;1.24682;-;-;9870.33;4.1667;42.654;25.8767;40.9544;-;-;-
1999-03-18;1.7458;-;1.6728;1.5975;0.57998;37.99;7.4321;15.6466;0.676;321.45;8.5329;254.6;78.82;129.78;1348.73;4.4035;0.6471;0.4318;8.479;2.0721;4.31;17891.0;8.938;1.8981;190.5117;44.648;399131.0;1.1012;6.8702;2.051;110.265;8.7903;1.2444;-;-;9936.54;4.1838;42.829;26.4686;41.238;-;-;-
1999-03-19;1.7316;-;1.6543;1.5986;0.57974;37.947;7.4315;15.6466;0.6708;321.55;8.459;253.64;78.48;127.99;1326.42;4.3663;0.6427;0.4302;8.4515;2.0521;4.2627;16209.0;8.937;1.8818;190.3779;44.62;399184.0;1.0915;6.791;2.0111;110.265;8.7128;1.25481;-;-;9688.85;4.1485;42.358;26.3591;40.8114;-;-;-
1999-03-22;1.7174;-;1.6426;1.5966;0.57954;38.142;7.4317;15.6466;0.6677;321.55;8.4195;253.25;78.31;128.0;1328.46;4.3456;0.6384;0.4293;8.4445;2.0381;4.2805;16187.0;8.9325;1.8765;190.4427;44.702;398510.0;1.0864;6.7055;2.0261;110.265;8.6717;1.25767;-;-;9658.56;4.1284;42.079;26.4442;40.7799;-;-;-
1999-03-23;1.7044;-;1.6415;1.5945;0.57964;38.303;7.4315;15.6466;0.6706;322.3;8.4419;254.12;78.52;128.94;1334.85;4.3578;0.6389;0.4295;8.4435;2.0221;4.2888;16242.0;8.932;1.8883;190.5601;44.7;399861.0;1.0896;6.752;2.0185;110.265;8.6963;1.2537;-;-;9696.12;4.14;42.217;26.8005;40.8217;-;-;-
1999-03-24;1.7094;-;1.647;1.5908;0.57971;38.583;7.4314;15.6466;0.6653;325.0;8.4693;256.11;78.61;128.6;1336.78;4.3725;0.6396;0.4295;8.448;2.0301;4.3521;15846.0;8.9695;1.885;190.8219;44.704;400908.0;1.0928;6.7918;2.0217;110.265;8.7221;1.25361;-;-;9671.74;4.1525;42.29;28.7202;41.0584;-;-;-
1999-03-25;1.7102;-;1.6471;1.5944;0.57971;38.457;7.4315;15.6466;0.6668;324.42;8.4371;255.25;78.48;128.65;1332.39;4.3586;0.6383;0.4306;8.4635;2.0329;4.3165;15873.0;9.007;1.8808;190.8219;44.714;400718.0;1.0898;6.7808;1.9698;110.265;8.6982;1.25501;-;-;9640.76;4.1396;42.158;29.9573;40.9759;-;-;-
1999-03-26;1.6998;-;1.6281;1.5965;0.57934;38.355;7.4318;15.6466;0.665;323.0;8.3737;253.9;78.22;128.93;1321.26;4.3246;0.6357;0.4294;8.376;2.0138;4.2763;15952.0;8.95;1.8714;190.5581;44.752;399139.0;1.0815;6.708;1.9305;110.265;8.6316;1.25894;-;-;9590.78;4.1065;41.875;28.7724;40.6325;-;-;-
1999-03-29;1.6904;-;1.6185;1.5943;0.57917;38.54;7.4316;15.6466;0.6615;325.9;8.2848;253.96;77.89;128.78;1309.82;4.2784;0.6321;0.4268;8.3635;2.0073;4.2757;16038.0;8.955;1.8537;189.6164;44.979;399809.0;1.0692;6.6798;1.9032;110.265;8.5338;1.26892;-;-;9435.27;4.0574;41.483;26.9426;40.2375;-;-;-
1999-03-30;1.7003;-;1.6223;1.5956;0.57904;38.44;7.4317;15.6466;0.6638;325.1;8.3049;254.89;77.98;128.86;1312.52;4.289;0.6334;0.4273;8.3585;2.0107;4.258;16420.0;8.9525;1.8577;190.5175;44.9;400396.0;1.0711;6.6655;1.8905;110.265;8.5492;1.26518;-;-;9351.47;4.0673;41.584;26.6183;40.3801;-;-;-
1999-03-31;1.706;-;1.6211;1.5981;0.57907;38.393;7.4317;15.6466;0.6663;325.9;8.3226;254.82;78.1;127.81;1317.86;4.2983;0.6336;0.4288;8.3475;2.0243;4.2947;16059.0;8.887;1.8544;191.1308;44.962;400814.0;1.0742;6.6493;1.8799;110.265;8.5745;1.26405;-;-;9344.25;4.0814;41.647;26.8834;40.3843;-;-;-
1999-04-01;1.6928;-;1.6205;1.5957;0.58036;38.482;7.4316;15.6466;0.669;326.75;8.3687;254.41;78.31;128.72;1321.62;4.3202;0.6361;0.4279;8.3425;2.0108;4.338;15953.0;8.889;1.8671;190.5994;44.991;403086.0;1.0772;6.6501;1.8528;110.265;8.5987;1.26064;-;-;9312.86;4.1035;41.839;28.1222;40.6688;-;-;-
1999-04-02;1.6992;-;1.6162;1.5973;0.58036;38.442;7.4317;15.6466;0.672;326.3;8.3492;253.97;78.33;129.85;1319.65;4.3102;0.6365;0.4291;8.346;2.0204;4.35;15937.0;8.8811;1.8655;190.4556;44.982;403010.0;1.0772;6.6412;-;-;-;1.25835;-;-;9292.17;4.094;41.748;28.8139;40.5946;-;-;-
1999-04-05;1.6956;-;1.6096;1.5968;0.5794;38.487;7.4308;15.6466;0.6702;326.8;8.3338;253.3;78.28;130.55;1318.8;4.3018;0.635;0.4286;8.3505;2.0148;4.3293;15988.0;8.8846;1.864;190.19;44.983;403671.0;1.0752;6.634;1.852;110.265;8.5833;1.25562;-;-;9300.93;4.0861;41.451;27.9835;40.537;-;-;-
1999-04-06;1.7063;-;1.614;1.595;0.57911;38.352;7.4312;15.6466;0.6759;326.2;8.3165;253.16;78.38;129.99;1312.91;4.2888;0.634;0.4305;8.3345;2.0263;4.3143;15902.0;8.8705;1.8603;190.8181;44.894;403131.0;1.0726;6.6689;1.8717;110.265;8.5613;1.25852;-;-;9413.92;4.0744;41.28;27.6231;40.5962;-;-;-
1999-04-07;1.7213;-;1.6246;1.5952;0.57927;38.199;7.4313;15.6466;0.6772;324.95;8.3786;254.12;78.96;131.27;1321.59;4.3237;0.637;0.4301;8.3685;2.0341;4.3055;15677.0;8.929;1.8765;190.7747;44.918;406178.0;1.0812;6.6764;1.8813;110.265;8.6295;1.25307;-;-;9459.21;4.108;41.621;27.81;40.8313;-;-;-
