,PlayerName,Born,Height,Hand,LinkPlayer,Weight,Birt,Treinador,Rank
17,Kevin Kaczynski,Germany,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/kevin-kaczynski/kd88/player-activity?year=all&matchType=Singles,78.0,1994-04-06,,738
18,Ivan Gomez Mantilla,Spain,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/ivan-gomez-mantilla/gd39/player-activity?year=all&matchType=Singles,78.0,1992-07-08,,877
19,Eric Fomba,France,185.0,Right-Handed,https://www.atptour.com/en/players/eric-fomba/f905/player-activity?year=all&matchType=Singles,78.0,1995-11-10,,957
20,Valentin Dimov,Bulgaria,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/valentin-dimov/d852/player-activity?year=all&matchType=Singles,78.0,1989-03-12,,694
21,Ivo Mijic,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/ivo-mijic/mf54/player-activity?year=all&matchType=Singles,78.0,1990-01-15,,975
22,Max De Vroome,Netherlands,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/max-de-vroome/dc07/player-activity?year=all&matchType=Singles,78.0,1994-06-01,,1152
23,Josh Goodall,,188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/josh-goodall/g744/player-activity?year=all&matchType=Singles,74.0,1985-10-17,Peter Lundgren,
24,Maximilian Dinslaken,Germany,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/maximilian-dinslaken/da17/player-activity?year=all&matchType=Singles,78.0,1992-06-08,,552
25,Matheson Klein,Australia,185.0,Right-Handed,https://www.atptour.com/en/players/matheson-klein/ka43/player-activity?year=all&matchType=Singles,78.0,1989-07-12,,693
26,Simon Cauvard,France,185.0,Right-Handed,https://www.atptour.com/en/players/simon-cauvard/cb97/player-activity?year=all&matchType=Singles,78.0,1986-10-21,,427
27,Andis Juska,Latvia,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/andis-juska/j259/player-activity?year=all&matchType=Singles,78.0,1985-05-22,,136
28,Julien Demois,France,185.0,Right-Handed,https://www.atptour.com/en/players/julien-demois/db21/player-activity?year=all&matchType=Singles,78.0,1993-11-20,,942
29,Xavier Malisse,Belgium,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/xavier-malisse/m680/player-activity?year=all&matchType=Singles,83.0,1980-07-19,,19
30,Robert Coman,Romania,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/robert-coman/cb76/player-activity?year=all&matchType=Singles,78.0,1990-11-02,,860
31,Armel Rancezot,France,185.0,Right-Handed,https://www.atptour.com/en/players/armel-rancezot/rc55/player-activity?year=all&matchType=Singles,78.0,1994-06-30,,1519
32,Steven Moneke,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/steven-moneke/me29/player-activity?year=all&matchType=Singles,78.0,1986-05-27,,331
33,Tom Hill,Great Britain,185.0,Right-Handed,https://www.atptour.com/en/players/tom-hill/hd75/player-activity?year=all&matchType=Singles,78.0,1995-02-20,,1554
34,Kim Moellers,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/kim-moellers/mm51/player-activity?year=all&matchType=Singles,78.0,1989-09-25,,1203
35,Maxime Hinnisdaels,Belgium,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/maxime-hinnisdaels/hb80/player-activity?year=all&matchType=Singles,78.0,1995-03-20,,1702
36,Dimitar Grabul,Macedonia,185.0,Right-Handed,https://www.atptour.com/en/players/dimitar-grabul/g580/player-activity?year=all&matchType=Singles,78.0,1981-11-05,,893
37,Rudy Coco,France,196.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/rudy-coco/cb36/player-activity?year=all&matchType=Singles,102.0,1984-03-21,,768
38,Martin Pedersen,Denmark,185.0,Right-Handed,https://www.atptour.com/en/players/martin-pedersen/pb29/player-activity?year=all&matchType=Singles,78.0,1987-06-15,,267
39,Ashley Hewitt,Great Britain,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/ashley-hewitt/ha18/player-activity?year=all&matchType=Singles,78.0,1992-02-06,,746
40,Medy Chettar,France,185.0,Right-Handed,https://www.atptour.com/en/players/medy-chettar/ce99/player-activity?year=all&matchType=Singles,78.0,1992-03-08,,866
41,Jack Carpenter,Great Britain,185.0,Right-Handed,https://www.atptour.com/en/players/jack-carpenter/cd30/player-activity?year=all&matchType=Singles,78.0,1992-04-11,,642
42,Matthias Wunner,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/matthias-wunner/w655/player-activity?year=all&matchType=Singles,78.0,1993-03-10,,532
43,Gregoire Burquier,France,185.0,"Left-Handed, One-Handed Backhand",https://www.atptour.com/en/players/gregoire-burquier/bc36/player-activity?year=all&matchType=Singles,78.0,1984-07-08,,251
44,Catalin-Ionut Gard,,185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/catalin-ionut-gard/g493/player-activity?year=all&matchType=Singles,78.0,1981-07-10,,
45,Jakub Lustyk,Czech Republic,185.0,Right-Handed,https://www.atptour.com/en/players/jakub-lustyk/l932/player-activity?year=all&matchType=Singles,78.0,1988-09-23,,1055
46,Florian Reynet,France,185.0,Right-Handed,https://www.atptour.com/en/players/florian-reynet/r895/player-activity?year=all&matchType=Singles,78.0,1986-04-14,,414
47,Benjamin Ugarte,Chile,185.0,Right-Handed,https://www.atptour.com/en/players/benjamin-ugarte/u125/player-activity?year=all&matchType=Singles,78.0,1993-03-10,,1024
48,David Simunek,Czech Republic,185.0,Right-Handed,https://www.atptour.com/en/players/david-simunek/sq24/player-activity?year=all&matchType=Singles,78.0,1993-07-09,,1599
49,Juan Matias Gonzalez Carrasco,Chile,185.0,Right-Handed,https://www.atptour.com/en/players/juan-matias-gonzalez-carrasco/gc98/player-activity?year=all&matchType=Singles,78.0,1994-02-18,,840
50,Pablo Galdon,Argentina,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/pablo-galdon/g817/player-activity?year=all&matchType=Singles,78.0,1985-11-28,,231
51,Maxime Forcin,France,185.0,Right-Handed,https://www.atptour.com/en/players/maxime-forcin/f806/player-activity?year=all&matchType=Singles,78.0,1989-06-26,,708
52,Laurent Recouderc,Andorra,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/laurent-recouderc/r628/player-activity?year=all&matchType=Singles,78.0,1984-07-10,Jerome Potier - Photos Kallias,124
53,Juho Paukku,Finland,185.0,Left-Handed,https://www.atptour.com/en/players/juho-paukku/pa15/player-activity?year=all&matchType=Singles,78.0,1986-07-19,,379
54,Andrei Plotniy,Russia,185.0,Right-Handed,https://www.atptour.com/en/players/andrei-plotniy/pb97/player-activity?year=all&matchType=Singles,78.0,1988-04-07,,384
55,Guillermo Hormazabal,Chile,185.0,Right-Handed,https://www.atptour.com/en/players/guillermo-hormazabal/h563/player-activity?year=all&matchType=Singles,78.0,1985-02-19,,284
56,Rabie Chaki,Morocco,185.0,Right-Handed,https://www.atptour.com/en/players/rabie-chaki/c663/player-activity?year=all&matchType=Singles,78.0,1982-04-14,,333
57,Photos Kallias,,185.0,Right-Handed,https://www.atptour.com/en/players/photos-kallias/k528/player-activity?year=all&matchType=Singles,78.0,1984-03-06,,
58,Darko Madjarovski,Serbia,185.0,Right-Handed,https://www.atptour.com/en/players/darko-madjarovski/mb07/player-activity?year=all&matchType=Singles,78.0,1983-06-17,,334
59,Matthew Illingworth,Great Britain,185.0,Right-Handed,https://www.atptour.com/en/players/matthew-illingworth/i232/player-activity?year=all&matchType=Singles,78.0,1987-06-23,,1008
60,Alec Witmeur,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/alec-witmeur/w606/player-activity?year=all&matchType=Singles,78.0,1989-07-30,,1039
61,Brian Battistone,USA,191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/brian-battistone/b765/player-activity?year=all&matchType=Singles,82.0,1979-08-10,"Mark Battistone, Lionel Burt",853
62,Malte Stropp,Germany,185.0,Left-Handed,https://www.atptour.com/en/players/malte-stropp/sm04/player-activity?year=all&matchType=Singles,78.0,1991-01-29,,1060
63,Paterne Mamata,France,185.0,Right-Handed,https://www.atptour.com/en/players/paterne-mamata/me32/player-activity?year=all&matchType=Singles,78.0,1986-07-16,,828
64,Roy Bruggeling,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/roy-bruggeling/bf96/player-activity?year=all&matchType=Singles,78.0,1989-08-01,,403
65,Charles Roche,France,185.0,Right-Handed,https://www.atptour.com/en/players/charles-roche/r546/player-activity?year=all&matchType=Singles,78.0,1983-10-08,,607
66,Trystan Meniane,France,185.0,Right-Handed,https://www.atptour.com/en/players/trystan-meniane/mc22/player-activity?year=all&matchType=Singles,78.0,1981-03-16,,617
67,Frank Wintermantel,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/frank-wintermantel/w480/player-activity?year=all&matchType=Singles,78.0,1988-08-20,,691
68,Pierre Metenier,France,185.0,Right-Handed,https://www.atptour.com/en/players/pierre-metenier/me86/player-activity?year=all&matchType=Singles,78.0,1983-10-15,,978
69,Federico Raffaelli,Italy,185.0,Right-Handed,https://www.atptour.com/en/players/federico-raffaelli/r921/player-activity?year=all&matchType=Singles,78.0,1984-01-30,,1437
70,Frederic De Fays,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/frederic-de-fays/d751/player-activity?year=all&matchType=Singles,78.0,1989-01-14,,622
71,Mario Dierckx,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/mario-dierckx/d932/player-activity?year=all&matchType=Singles,78.0,1989-09-18,,940
72,Marco Pedrini,Italy,185.0,Right-Handed,https://www.atptour.com/en/players/marco-pedrini/p506/player-activity?year=all&matchType=Singles,78.0,1983-04-19,,270
73,Bas Van der Valk,Netherlands,185.0,Left-Handed,https://www.atptour.com/en/players/bas-van-der-valk/v396/player-activity?year=all&matchType=Singles,78.0,1984-04-25,,428
74,Lucas Arnold Ker,,180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/lucas-arnold-ker/a228/player-activity?year=all&matchType=Singles,76.0,1974-10-12,,
75,Thomas Kromann,Denmark,185.0,Left-Handed,https://www.atptour.com/en/players/thomas-kromann/k846/player-activity?year=all&matchType=Singles,78.0,1987-06-01,,501
76,Ian Flanagan,Great Britain,185.0,Right-Handed,https://www.atptour.com/en/players/ian-flanagan/f436/player-activity?year=all&matchType=Singles,78.0,1982-01-15,,366
77,Dusan Karol,Czech Republic,185.0,Right-Handed,https://www.atptour.com/en/players/dusan-karol/k585/player-activity?year=all&matchType=Singles,78.0,1983-05-19,,128
78,Martijn Van Haasteren,Antily (NIZ),185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/martijn-van-haasteren/v473/player-activity?year=all&matchType=Singles,78.0,1980-09-12,,117
79,Maxime Bonami,France,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/maxime-bonami/be03/player-activity?year=all&matchType=Singles,78.0,1983-11-12,,1246
80,Korneel Sanders,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/korneel-sanders/sl45/player-activity?year=all&matchType=Singles,78.0,1990-03-08,,986
81,Romain Bocaert,France,185.0,Right-Handed,https://www.atptour.com/en/players/romain-bocaert/bf62/player-activity?year=all&matchType=Singles,78.0,1990-10-03,,
82,Mike Scheidweiler,Luxembourg,188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/mike-scheidweiler/s887/player-activity?year=all&matchType=Singles,75.0,1981-11-14,Nicolas Perrein,291
83,Marcus Sarstrand,Sweden,183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marcus-sarstrand/s751/player-activity?year=all&matchType=Singles,73.0,1978-07-24,,521
84,Ralph Grambow,Germany,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/ralph-grambow/g450/player-activity?year=all&matchType=Singles,78.0,1979-07-14,,366
85,Clement Morel,Monaco,185.0,Right-Handed,https://www.atptour.com/en/players/clement-morel/mb29/player-activity?year=all&matchType=Singles,78.0,1984-07-16,,509
86,Jordane Doble,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jordane-doble/d434/player-activity?year=all&matchType=Singles,78.0,1980-12-02,,
87,Henrik Norfeldt,Sweden,185.0,Right-Handed,https://www.atptour.com/en/players/henrik-norfeldt/n506/player-activity?year=all&matchType=Singles,78.0,1986-12-23,,518
88,Mattia Livraghi,Italy,185.0,Right-Handed,https://www.atptour.com/en/players/mattia-livraghi/l473/player-activity?year=all&matchType=Singles,78.0,1981-09-21,,414
89,Stefan Wauters,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/stefan-wauters/w306/player-activity?year=all&matchType=Singles,78.0,1982-03-12,,205
90,Jakub Praibis,Czech Republic,185.0,Right-Handed,https://www.atptour.com/en/players/jakub-praibis/pd16/player-activity?year=all&matchType=Singles,78.0,1982-06-29,,
91,Rodrigo Perez,Chile,185.0,Right-Handed,https://www.atptour.com/en/players/rodrigo-perez/pc21/player-activity?year=all&matchType=Singles,78.0,1989-03-07,,327
92,Nikolai Haessig,Canada,185.0,Left-Handed,https://www.atptour.com/en/players/nikolai-haessig/ha11/player-activity?year=all&matchType=Singles,78.0,1992-11-18,,1272
93,Jannick Lupescu,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/jannick-lupescu/lb54/player-activity?year=all&matchType=Singles,78.0,1993-07-16,,792
94,Matthew Pierot,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/matthew-pierot/pe29/player-activity?year=all&matchType=Singles,78.0,1990-01-04,,1190
95,Enzo Py,France,185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/enzo-py/pg39/player-activity?year=all&matchType=Singles,78.0,1995-05-09,,773
96,Dario Perez,Spain,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/dario-perez/p429/player-activity?year=all&matchType=Singles,78.0,1980-04-18,,511
97,Antony Dupuis,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/antony-dupuis/d272/player-activity?year=all&matchType=Singles,87.0,1973-02-24,Benoit Carelli,
98,James Feaver,Great Britain,185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/james-feaver/f631/player-activity?year=all&matchType=Singles,78.0,1986-09-10,,527
99,Jonas Koenig,Germany,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/jonas-koenig/kd54/player-activity?year=all&matchType=Singles,78.0,1989-10-04,,
100,Gilles Kremer,Luxembourg,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gilles-kremer/k572/player-activity?year=all&matchType=Singles,78.0,1981-07-15,,457
101,Rameez Junaid,Australia,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/rameez-junaid/j230/player-activity?year=all&matchType=Singles,78.0,1981-05-25,Rainer Bopp,62
102,Alexander Blom,Antily (NIZ),185.0,Right-Handed,https://www.atptour.com/en/players/alexander-blom/be06/player-activity?year=all&matchType=Singles,78.0,1987-08-17,,500
103,Matt Simpson,New Zealand,185.0,Right-Handed,https://www.atptour.com/en/players/matt-simpson/sd83/player-activity?year=all&matchType=Singles,78.0,1984-08-10,,754
104,Oscar Sabate-Bretos,Spain,185.0,Right-Handed,https://www.atptour.com/en/players/oscar-sabate-bretos/sf93/player-activity?year=all&matchType=Singles,78.0,1986-08-31,,525
105,Enrico Alonso De Pedro,Germany,185.0,Left-Handed,https://www.atptour.com/en/players/enrico-alonso-de-pedro-/ab63/player-activity?year=all&matchType=Singles,78.0,1988-03-23,,
106,Roel Oostdam,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/roel-oostdam/o330/player-activity?year=all&matchType=Singles,78.0,1988-01-15,,1053
107,Constantin Christ,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/constantin-christ/cf30/player-activity?year=all&matchType=Singles,78.0,1993-01-24,,
108,Marcel-Ioan Miron,Romania,185.0,Right-Handed,https://www.atptour.com/en/players/marcel-ioan-miron/ma10/player-activity?year=all&matchType=Singles,78.0,1982-04-06,,322
109,Andrea Falgheri,Italy,185.0,Right-Handed,https://www.atptour.com/en/players/andrea-falgheri/f522/player-activity?year=all&matchType=Singles,78.0,1985-09-09,,611
110,Kevin Boelhouwer,Netherlands,185.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/kevin-boelhouwer/bj32/player-activity?year=all&matchType=Singles,78.0,1991-04-03,,962
111,Matthieu Vierin,,185.0,Right-Handed,https://www.atptour.com/en/players/matthieu-vierin/v648/player-activity?year=all&matchType=Singles,78.0,1991-07-07,,
112,Vladimir Obradovic,Serbia,196.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/vladimir-obradovic/o168/player-activity?year=all&matchType=Singles,91.0,1981-02-04,Andy Jackson/ Sveta Simic,367
113,Davy Sum,France,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/davy-sum/sp46/player-activity?year=all&matchType=Singles,78.0,1989-07-17,,603
114,Nick Van Der Meer,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/nick-van-der-meer/v457/player-activity?year=all&matchType=Singles,78.0,1985-01-18,,444
115,Colin Ebelthite,Australia,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/colin-ebelthite/e629/player-activity?year=all&matchType=Singles,78.0,1984-11-27,,209
116,Juan-Sebastian Vivanco,Ecuador,185.0,Right-Handed,https://www.atptour.com/en/players/juan-sebastian-vivanco/v628/player-activity?year=all&matchType=Singles,78.0,1990-04-14,,607
117,Nicolas Tourte,France,185.0,Right-Handed,https://www.atptour.com/en/players/nicolas-tourte/t323/player-activity?year=all&matchType=Singles,78.0,1979-08-18,,103
118,Mehdi Bouras,Algeria,185.0,Right-Handed,https://www.atptour.com/en/players/mehdi-bouras/bf67/player-activity?year=all&matchType=Singles,78.0,1988-09-24,,1305
119,Marc Abdelnour,,0.0,Right-Handed,https://www.atptour.com/en/players/marc-abdelnour/a769/player-activity?year=all&matchType=Singles,0.0,1988-08-11,,
120,Marco Viola,Italy,185.0,Right-Handed,https://www.atptour.com/en/players/marco-viola/v417/player-activity?year=all&matchType=Singles,78.0,1983-10-28,,489
121,Ervin Eleskovic,Sweden,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/ervin-eleskovic/e639/player-activity?year=all&matchType=Singles,78.0,1987-05-08,,266
122,Jeroen Benard,Netherlands,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/jeroen-benard/bi78/player-activity?year=all&matchType=Singles,78.0,1991-02-16,,638
123,Gary Lugassy,France,185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/gary-lugassy/l657/player-activity?year=all&matchType=Singles,78.0,1982-08-20,,340
124,Frederic Jeanclaude,France,185.0,Left-Handed,https://www.atptour.com/en/players/frederic-jeanclaude/j279/player-activity?year=all&matchType=Singles,78.0,1981-10-02,,692
125,Bart Govaerts,Belgium,185.0,Left-Handed,https://www.atptour.com/en/players/bart-govaerts/ga04/player-activity?year=all&matchType=Singles,78.0,1988-06-17,,593
126,Alexandre Renard,France,185.0,Right-Handed,https://www.atptour.com/en/players/alexandre-renard/r644/player-activity?year=all&matchType=Singles,78.0,1982-05-29,,253
127,Carlos Calderon-Rodriguez,Spain,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/carlos-calderon-rodriguez/ca42/player-activity?year=all&matchType=Singles,78.0,1988-03-19,,338
128,Marco Dierckx,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/marco-dierckx/d907/player-activity?year=all&matchType=Singles,78.0,1988-09-12,,533
