PlayerName,Born,Height,Hand,LinkPlayer,Weight,Birt,Treinador,Rank
Janko Tipsarevic,"Belgrade, Serbia",180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/janko-tipsarevic/t742/player-activity?year=all&matchType=Singles,80.0,1984-06-22,"Dirk Hordorff, Rainer Schuettler",8
Pedro Sakamoto,"Guarulhos, Brazil",180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/pedro-sakamoto/sl94/player-activity?year=all&matchType=Singles,79.0,1993-06-29,Arthur Andrade,945
Viktor Galovic,"Nova Gradiska, Croatia",193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/viktor-galovic/gb61/player-activity?year=all&matchType=Singles,88.0,1990-09-19,Cristian Brandi,173
Mats Rosenkranz,"Essen, Germany",193.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/mats-rosenkranz/rh62/player-activity?year=all&matchType=Singles,83.0,1998-08-23,Peter Moraing,449
Ivan Gakhov,"Moscow, Russia",191.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/ivan-gakhov/ge28/player-activity?year=all&matchType=Singles,83.0,1996-11-04,"Miguel Sánchez, Salvador Navarro, Igor Muguruza",167
Jacopo Berrettini,"Rome, Italy",193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/jacopo-berrettini/bu10/player-activity?year=all&matchType=Singles,90.0,1998-11-27,Marco Gulisano,435
Matteo Martineau,"Angers, France",183.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/matteo-martineau/mw76/player-activity?year=all&matchType=Singles,76.0,1999-01-16,Cyril Barnier & Michael Bois,396
Michael Geerts,"Antwerp, Belgium",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/michael-geerts/gg65/player-activity?year=all&matchType=Singles,72.0,1995-01-17,Fred Hemmes,216
Maxime Chazal,Noum�a,175.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/maxime-chazal/cd00/player-activity?year=all&matchType=Singles,72.0,1993-04-24,"Florian Reynet, Rodolphe Cadart",484
Denis Yevseyev,Almaty,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/denis-yevseyev/y171/player-activity?year=all&matchType=Singles,81.0,1993-05-22,,281
Julian Ocleppo,Monaco,191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/julian-ocleppo/o507/player-activity?year=all&matchType=Singles,90.0,1997-08-01,Alessandro Motti,750
Jeremy Jahn,"Munich, Germany",178.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/jeremy-jahn/j400/player-activity?year=all&matchType=Singles,73.0,1990-04-05,,612
Maxime Hamou,"Nimes, France",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/maxime-hamou/hb35/player-activity?year=all&matchType=Singles,75.0,1995-06-08,Alois Beust,211
Jaimee Floyd Angele,Clichy,206.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/jaimee-floyd-angele/a0b6/player-activity?year=all&matchType=Singles,93.0,2000-03-27,,1365T
Malek Jaziri,"Bizerte, Tunisia",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/malek-jaziri/j267/player-activity?year=all&matchType=Singles,83.0,1984-01-20,Dejan Petrovic,595
Ugo Blanchet,Saint-julien-en-genevois,175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/ugo-blanchet/bv16/player-activity?year=all&matchType=Singles,68.0,1999-01-05,,337
Jan Choinski,"Koblenz, Germany",196.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/jan-choinski/ch12/player-activity?year=all&matchType=Singles,88.0,1996-06-10,"Andrzej Choinski, Pawel Strauss",179
Louis Wessels,"Bielefeld, Germany",198.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/louis-wessels/wb25/player-activity?year=all&matchType=Singles,90.0,1998-08-27,Dirk Wessels,285
Tommy Robredo,"Hostalric, Spain",180.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/tommy-robredo/r419/player-activity?year=all&matchType=Singles,75.0,1982-05-01,Jose Luis Aparisi,5
Jeroen Vanneste,Roeselare,183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/jeroen-vanneste/v762/player-activity?year=all&matchType=Singles,73.0,1994-01-17,,1722T
Christopher Heyman,"Eupen, Belgium",188.0,"Left-Handed, One-Handed Backhand",https://www.atptour.com/en/players/christopher-heyman/hb67/player-activity?year=all&matchType=Singles,90.0,1993-10-08,,792
Sandro Ehrat,"Schaffhausen, Switzerland",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/sandro-ehrat/e780/player-activity?year=all&matchType=Singles,78.0,1991-04-18,,286
Corentin Denolly,"Vienne, France",188.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/corentin-denolly/df92/player-activity?year=all&matchType=Singles,79.0,1997-06-06,Olivier Ramos,630
Matthieu Perchicot,Biarritz,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/matthieu-perchicot/pl53/player-activity?year=all&matchType=Singles,85.0,1992-08-28,Roxane Badie,1015
Jonathan Mridha,"Stockholm, Sweden",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/jonathan-mridha/mm78/player-activity?year=all&matchType=Singles,75.0,1995-04-08,Peter Carlsson,802
Matias Zukas,Santa Fe,183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/matias-zukas/z366/player-activity?year=all&matchType=Singles,72.0,1996-05-04,Fabian Blengino,546
Igor Sijsling,"Amsterdam, Netherlands",191.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/igor-sijsling/sf36/player-activity?year=all&matchType=Singles,85.0,1987-08-18,Vedrah Tvrtkovic,52.0
Uladzimir Ignatik,"Minsk, Belarus",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/uladzimir-ignatik/i236/player-activity?year=all&matchType=Singles,82.0,1990-07-14,,129
Gonzalo Villanueva,"Parana, Argentina",175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/gonzalo-villanueva/v821/player-activity?year=all&matchType=Singles,70.0,1995-01-13,,376
Andrew Harris,Box Hill,183.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/andrew-harris/hb29/player-activity?year=all&matchType=Singles,81.0,1994-03-07,,1375T
Tobias Kamke,"Lubeck, Germany",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/tobias-kamke/k839/player-activity?year=all&matchType=Singles,76.0,1986-05-21,"Ralph Grambow, Julian Reister",1058
Joris De Loore,"Bruges, Belgium",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/joris-de-loore/da86/player-activity?year=all&matchType=Singles,86.0,1993-04-21,Bastian Suwanprateep,198
Marcel Granollers,"Barcelona, Spain",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/marcel-granollers/g710/player-activity?year=all&matchType=Singles,80.0,1986-04-12,Victor Carceller,25
Tristan Lamasine,"Thiais, France",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/tristan-lamasine/lc11/player-activity?year=all&matchType=Singles,69.0,1993-03-05,Georges Bell,504
Steven Diez,"Toronto, Canada",175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/steven-diez/d916/player-activity?year=all&matchType=Singles,110.0,1991-03-17,Marcos Roy,261
Ruben Bemelmans,"Genk, Belgium",183.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/ruben-bemelmans/be54/player-activity?year=all&matchType=Singles,75.0,1988-01-14,Bjorn Simon,84
Denis Istomin,"Orenburg, Russia",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/denis-istomin/i165/player-activity?year=all&matchType=Singles,86.0,1986-09-07,Klaudiya Istomina,760
Paolo Lorenzi,"Rome, Italy",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/paolo-lorenzi/l503/player-activity?year=all&matchType=Singles,78.0,1981-12-15,Pietro Griccioli,33
Yannick Mertens,"Anderlecht, Belgium",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/yannick-mertens/mg08/player-activity?year=all&matchType=Singles,71.0,1987-06-25,Kris Mertens,1071
Jelle Sels,"Woerden, Netherlands",188.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/jelle-sels/so20/player-activity?year=all&matchType=Singles,83.0,1995-08-10,,171
Hugo Nys,"Evian-les-Bains, France",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/hugo-nys/n670/player-activity?year=all&matchType=Singles,78.0,1991-02-16,"Mariusz Fyrstenberg, Kevin Blandy, Guillaume Couillard",26
Evan Furness,"Pontivy, France",173.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/evan-furness/fc26/player-activity?year=all&matchType=Singles,66.0,1998-08-13,Glenn Le Flochmoen,213
Sadio Doumbia,"Toulouse, France",183.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/sadio-doumbia/d917/player-activity?year=all&matchType=Singles,80.0,1990-09-12,Boubacar Doumbia,250.0
Rafael Matos,"Porto Alegre, Brazil",180.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/rafael-matos/mo41/player-activity?year=all&matchType=Singles,76.0,1996-01-06,Franco Ferreiro,357.0
Orlando Luz,"Carazinho, Brazil",180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/orlando-luz/lf26/player-activity?year=all&matchType=Singles,78.0,1998-02-08,Jose Luis Lopez,465
Evgeny Karlovskiy,"Moscow, Russia",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/evgeny-karlovskiy/kd87/player-activity?year=all&matchType=Singles,86.0,1994-08-07,,371
Mariano Kestelboim,"Buenos Aires, Argentina",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/mariano-kestelboim/ke69/player-activity?year=all&matchType=Singles,78.0,1996-02-06,Marcos Massonneau,823
Genaro Alberto Olivieri,Bragado,175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/genaro-alberto-olivieri/o660/player-activity?year=all&matchType=Singles,73.0,1998-08-04,Luciano Carluccio,200
Vaclav Safranek,"Brno, Czech Republic",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/vaclav-safranek/sn77/player-activity?year=all&matchType=Singles,82.0,1994-05-20,Petr Frelich,1137
Raphael Collignon,Belgium,191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/raphael-collignon/c0jp/player-activity?year=all&matchType=Singles,86.0,2002-01-13,Steve Darcis,211
Tak Khunn Wang,Paris,175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/tak-khunn-wang/w597/player-activity?year=all&matchType=Singles,68.0,1991-10-13,,265
Jules Okala,"Ermont, France",193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/jules-okala/o635/player-activity?year=all&matchType=Singles,94.0,1997-08-18,Paul Chu,338
Matteo Arnaldi,Sanremo,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/matteo-arnaldi/a0fc/player-activity?year=all&matchType=Singles,71.0,2001-02-22,Alessandro Petrone,105
Peter Torebko,"Bytom, Poland",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/peter-torebko/t911/player-activity?year=all&matchType=Singles,84.0,1988-02-10,,182
James Ward,"London, England",188.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/james-ward/w503/player-activity?year=all&matchType=Singles,78.0,1987-02-09,Ben Haran,89
Ivo Karlovic,"Zagreb, Croatia",211.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/ivo-karlovic/k336/player-activity?year=all&matchType=Singles,104.0,1979-02-28,"Goran Dragicevic, Mirko Pehar",14
Matthias Bachinger,"Munich, Germany",188.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/matthias-bachinger/bc65/player-activity?year=all&matchType=Singles,86.0,1987-04-02,Alex Satschko,761
Nick Hardt,Santiago De Los Caballeros,183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/nick-hardt/h0a4/player-activity?year=all&matchType=Singles,84.0,2000-09-20,IMG Academy,220
Joao Lucas Reis Da Silva,"Recife, Pernambuco",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/joao-lucas-reis-da-silva/r0a7/player-activity?year=all&matchType=Singles,75.0,2000-03-26,Arthur Rabelo,273
Viktor Durasovic,"Orkdal, Norway",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/viktor-durasovic/dc76/player-activity?year=all&matchType=Singles,80.0,1997-03-19,Fredrik Loven,302
Laurent Lokoli,"Bastia, France",188.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/laurent-lokoli/lc12/player-activity?year=all&matchType=Singles,78.0,1994-10-18,Walter Grunfeld Tennis Academy (WGTA),187
Leonardo Mayer,"Corrientes, Argentina",191.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/leonardo-mayer/md56/player-activity?year=all&matchType=Singles,80.0,1987-05-15,Leo Alonso,21.0
Ernests Gulbis,"Riga, Latvia",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/ernests-gulbis/g858/player-activity?year=all&matchType=Singles,85.0,1988-08-30,Pjotrs Necajevs,364
Simon Carr,"Dublin, Ireland",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/simon-carr/co11/player-activity?year=all&matchType=Singles,77.0,1999-11-07,,761
Facundo Diaz Acosta,"Buenos Aires, Argentina",183.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/facundo-diaz-acosta/d0cg/player-activity?year=all&matchType=Singles,75.0,2000-12-15,"Mariano Monachesi, Mariano Hood",160
Oriol Roca Batalla,Barcelona,173.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/oriol-roca-batalla/rb60/player-activity?year=all&matchType=Singles,75.0,1993-04-30,"Joan Balcells, David Olles",291
Bernard Tomic,"Stuttgart, Germany",196.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/bernard-tomic/ta46/player-activity?year=all&matchType=Singles,91.0,1992-10-21,Sara Tomic,400
Tristan Schoolkate,Perth,183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/tristan-schoolkate/s0n0/player-activity?year=all&matchType=Singles,87.0,2001-02-26,Andrew Roberts,194
Daniel Evans,"Birmingham, England",175.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/daniel-evans/e687/player-activity?year=all&matchType=Singles,75.0,1990-05-23,Sebastian Prieto,24
Juan Carlos Saez,Chile,185.0,Right-Handed,https://www.atptour.com/en/players/juan-carlos-saez/sl85/player-activity?year=all&matchType=Singles,78.0,1991-08-05,,285
Martin Van Der Meerschen,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/martin-van-der-meerschen/v0bs/player-activity?year=all&matchType=Singles,78.0,2000-06-14,,670
Yannik Reuter,Belgium,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/yannik-reuter/ra82/player-activity?year=all&matchType=Singles,78.0,1991-03-06,,457
Jiri Vesely,"Pribram, Czech Republic",198.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/jiri-vesely/v708/player-activity?year=all&matchType=Singles,94.0,1993-07-10,"Jaroslav Navratil, Dusan Lojda",496
Yannick Vandenbulcke,"Antwerp, Belgium",193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/yannick-vandenbulcke/v664/player-activity?year=all&matchType=Singles,85.0,1990-07-18,Henri Jacquemin,377
Daniel Altmaier,"Kempen, Germany",188.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/daniel-altmaier/ae14/player-activity?year=all&matchType=Singles,80.0,1998-09-12,Alberto Mancini,92
Karen Khachanov,"Moscow, Russia",198.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/karen-khachanov/ke29/player-activity?year=all&matchType=Singles,87.0,1996-05-21,"Jose Clavet, Vedran Martic",12
Miomir Kecmanovic,"Belgrade, Serbia",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/miomir-kecmanovic/ki95/player-activity?year=all&matchType=Singles,75.0,1999-08-31,"Wayne Black, Ivan Cinkus",33
Marek Semjan,Slovakia,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/marek-semjan/sh08/player-activity?year=all&matchType=Singles,78.0,1987-11-07,,270
Roberto Carballes Baena,"Tenerife, Spain",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/roberto-carballes-baena/cf59/player-activity?year=all&matchType=Singles,77.0,1993-03-23,"Jose Maria Garrido, Jose Maria Arenas",53
David Goffin,"Rocourt, Belgium",180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/david-goffin/gb88/player-activity?year=all&matchType=Singles,70.0,1990-12-07,Germain Gigounon,95
Grigor Dimitrov,"Haskovo, Bulgaria",191.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/grigor-dimitrov/d875/player-activity?year=all&matchType=Singles,81.0,1991-05-16,Daniel Vallverdu,32
Oscar Otte,"Cologne, Germany",193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/oscar-otte/o449/player-activity?year=all&matchType=Singles,79.0,1993-07-16,Peter Moraing,98
Alex de Minaur,"Sydney, Australia",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alex-de-minaur/dh58/player-activity?year=all&matchType=Singles,69.0,1999-02-17,Adolfo Gutierrez,19
Lorenzo Musetti,"Carrara, Italy",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/lorenzo-musetti/m0ej/player-activity?year=all&matchType=Singles,78.0,2002-03-03,Simone Tartarini,18
Kamil Majchrzak,"Piotrkow Trybunalski, Poland",180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/kamil-majchrzak/mq75/player-activity?year=all&matchType=Singles,78.0,1996-01-13,Jean-Marcel Bourgault Du Coudray,168
Dusan Lajovic,"Belgrade, Serbia",183.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/dusan-lajovic/l987/player-activity?year=all&matchType=Singles,83.0,1990-06-30,Jose Perlas,40
Lukas Ollert,"Hamburg, Germany",175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/lukas-ollert/o452/player-activity?year=all&matchType=Singles,70.0,1992-11-25,Stefan Leiner,655
Diego Schwartzman,"Buenos Aires, Argentina",170.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/diego-schwartzman/sm37/player-activity?year=all&matchType=Singles,64.0,1992-08-16,"Juan Ignacio Chela, Alejandro Fabbri",72
Ricardas Berankis,"Vilnius, Lithuania",175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/ricardas-berankis/be90/player-activity?year=all&matchType=Singles,77.0,1990-06-21,"Janko Tipsarevic, Dirk Hordorff",217
Tom Pisane,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/tom-pisane/p0d1/player-activity?year=all&matchType=Singles,78.0,2000-10-11,,1066
Henri Laaksonen,"Lohja, Finland",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/henri-laaksonen/l949/player-activity?year=all&matchType=Singles,78.0,1992-03-31,,218
Jaume Munar,"Santanyi, Mallorca, Spain",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/jaume-munar/mu94/player-activity?year=all&matchType=Singles,76.0,1997-05-05,"Javier Fernandez, Miguel Sanchez",88
Raphael Baltensperger,"Z�rich, Switzerland",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/raphael-baltensperger/bt64/player-activity?year=all&matchType=Singles,78.0,1997-12-18,Sven Swinnen,676
Richard Gasquet,"Beziers, France",183.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/richard-gasquet/g628/player-activity?year=all&matchType=Singles,79.0,1986-06-18,Julien Cassaigne,43
Joao Sousa,"Guimaraes, Portugal",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/joao-sousa/sh90/player-activity?year=all&matchType=Singles,74.0,1989-03-30,Frederico Marques,162
Denis Matsukevich,,191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/denis-matsukevich/mc18/player-activity?year=all&matchType=Singles,80.0,1986-03-28,,
Niels Visker,Groningen,191.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/niels-visker/v0d0/player-activity?year=all&matchType=Singles,87.0,2001-10-05,Alwin Visker,830
Gael Monfils,"Paris, France",193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/gael-monfils/mc65/player-activity?year=all&matchType=Singles,85.0,1986-09-01,"Gunter Bresnik, Richard Ruckelshausen",322
Olivier Rojas,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/olivier-rojas/r0f9/player-activity?year=all&matchType=Singles,78.0,2001-01-14,,
Marin Cilic,"Medjugorje, Bosnia-Herzegovina",198.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/marin-cilic/c977/player-activity?year=all&matchType=Singles,89.0,1988-09-28,"Ivan Cinkus, Vilim Visak",23
Frances Tiafoe,"Hyattsville, MD, USA",188.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/frances-tiafoe/td51/player-activity?year=all&matchType=Singles,86.0,1998-01-20,Wayne Ferreira,11
Maciej Smola,Tomaszow Mazowiecki,193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/maciej-smola/sn94/player-activity?year=all&matchType=Singles,95.0,1993-03-24,,624
John Sperle,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/john-sperle/s0lr/player-activity?year=all&matchType=Singles,78.0,2002-01-30,,971
George Von Massow,"Bad Honnef, Germany",198.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/george-von-massow/v691/player-activity?year=all&matchType=Singles,90.0,1990-03-21,"Maik Schürbesmann, Tobi Hinzmann",568
Botic van de Zandschulp,"Wageningen, Netherlands",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/botic-van-de-zandschulp/v812/player-activity?year=all&matchType=Singles,85.0,1995-10-04,Peter Lucassen,29
Maxime Cressy,"Paris, France",201.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/maxime-cressy/c0bc/player-activity?year=all&matchType=Singles,85.0,1997-05-08,"Alexandre Sidorenko, Juanjo Climent, Andrew Mawire",39
Lloyd Harris,"Cape Town, South Africa",193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/lloyd-harris/hg86/player-activity?year=all&matchType=Singles,80.0,1997-02-24,Anthony Harris,279
Emil Ruusuvuori,"Helsinki, Finland",188.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/emil-ruusuvuori/rh24/player-activity?year=all&matchType=Singles,79.0,1999-04-02,Federico Ricci,41
Carl Soderlund,"Stockholm, Sweden",188.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/carl-soderlund/sx81/player-activity?year=all&matchType=Singles,80.0,1997-06-03,Joakim Nystrom,387
Ugo Humbert,"Metz, France",188.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/ugo-humbert/hh26/player-activity?year=all&matchType=Singles,73.0,1998-06-26,"Jeremy Chardy, Thierry Ascione",77
Ilya Ivashka,"Minsk, Belarus",193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/ilya-ivashka/i305/player-activity?year=all&matchType=Singles,87.0,1994-02-24,Jose Checa-Calvo,69
Alexis Klegou,Dunkerque,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alexis-klegou/ka33/player-activity?year=all&matchType=Singles,86.0,1989-01-25,Jorge Aguirre Montes,633
Edris Fetisleam,Romania,185.0,Right-Handed,https://www.atptour.com/en/players/edris-fetisleam/f0ag/player-activity?year=all&matchType=Singles,78.0,1999-07-25,,1029
Or Ram-Harel,Haifa,180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/or-ram-harel/rc24/player-activity?year=all&matchType=Singles,75.0,1995-02-01,,557
Jenson Brooksby,"Sacramento, CA, USA",193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/jenson-brooksby/b0cd/player-activity?year=all&matchType=Singles,83.0,2000-10-26,,71
Albert Ramos-Vinolas,"Barcelona, Spain",188.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/albert-ramos-vinolas/r772/player-activity?year=all&matchType=Singles,76.0,1988-01-17,"Jose Maria Diaz, Tiago Leivas",60
Stephane Robert,"Montargis, France",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/stephane-robert/r612/player-activity?year=all&matchType=Singles,77.0,1980-05-17,Ronan Lafaix,50
Tallon Griekspoor,"Haarlem, Netherlands",188.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/tallon-griekspoor/gj37/player-activity?year=all&matchType=Singles,85.0,1996-07-02,Kristof Vliegen,36
Teodor Giusca,Romania,185.0,Right-Handed,https://www.atptour.com/en/players/teodor-giusca/g0ce/player-activity?year=all&matchType=Singles,78.0,1999-12-29,,1639
Stefanos Tsitsipas,"Athens, Greece",193.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/stefanos-tsitsipas/te51/player-activity?year=all&matchType=Singles,90.0,1998-08-12,"Apostolos Tsitsipas, Mark Philippoussis",5
Casper Ruud,"Oslo, Norway",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/casper-ruud/rh16/player-activity?year=all&matchType=Singles,77.0,1998-12-22,Christian Ruud,4
Jordi Samper-Montana,Spain,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jordi-samper-montana/sh91/player-activity?year=all&matchType=Singles,78.0,1990-04-05,,227
Norbert Gombos,"Galanta, Slovakia",193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/norbert-gombos/gb93/player-activity?year=all&matchType=Singles,85.0,1990-08-13,Tibor Toth,134
Felix Auger-Aliassime,"Montreal, Canada",193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/felix-auger-aliassime/ag37/player-activity?year=all&matchType=Singles,88.0,2000-08-08,"Frederic Fontang, Toni Nadal",9
Guido Pella,"Bahia Blanca, Argentina",183.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/guido-pella/pc11/player-activity?year=all&matchType=Singles,79.0,1990-05-17,"Jose Acasuso, Kevin Konfederak",485
Marc Dijkhuizen,Netherlands,185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/marc-dijkhuizen/dd07/player-activity?year=all&matchType=Singles,78.0,1996-04-01,,437
Tuur Heuvinck,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/tuur-heuvinck/h0ej/player-activity?year=all&matchType=Singles,78.0,1997-12-29,,1722
Nicolas Uryson,Buenos Aires,178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/nicolas-uryson/u09h/player-activity?year=all&matchType=Singles,80.0,1993-06-22,,1121
Samuel Brosset,France,185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/samuel-brosset/b0dq/player-activity?year=all&matchType=Singles,78.0,1998-01-14,,1323
